;03_DM100_1_1_1_1;03_DM100_1_2_1_1;03_DM100_1_3_1_1;03_DM100_1_4_1_1;03_DM100_1_5_1_1;03_DM100_1_6_1_1;03_DM100_1_7_1_1;03_DM100_1_9_1_1;03_DM100_1_10_1_1;03_DM100_1_11_1_1;03_DM100_1_12_1_1;03_DM100_1_13_1_1;03_DM100_1_14_1_1;03_DM100_1_15_1_1;03_DM100_1_16_1_1;03_DM100_1_17_1_1;03_DM100_1_18_1_1;03_DM100_1_19_1_1;03_DM100_1_20_1_1
4.5875200000e-02;1.0001953851e+00;1.0001600491e+00;1.0000792622e+00;1.0000980230e+00;9.9996243521e-01;1.0000922053e+00;9.9999811051e-01;1.0009629356e+00;1.0001199170e+00;1.0000770494e+00;9.9998537905e-01;1.0000810648e+00;9.9998543598e-01;1.0001634883e+00;1.0000518204e+00;1.0001045020e+00;1.0000510675e+00;1.0000227775e+00;1.0001007360e+00
4.9152000000e-02;1.0002405481e+00;9.9999317147e-01;1.0000295867e+00;1.0001814660e+00;9.9996569946e-01;1.0000551647e+00;9.9996888799e-01;1.0009371694e+00;1.0000646332e+00;9.9999456206e-01;9.9997916639e-01;9.9998681526e-01;1.0000136084e+00;1.0000657895e+00;1.0000501299e+00;1.0001124787e+00;1.0000855956e+00;1.0000854754e+00;1.0000143738e+00
5.2428800000e-02;1.0001485924e+00;1.0000108696e+00;9.9997043229e-01;1.0001356519e+00;9.9997633828e-01;1.0000301837e+00;1.0000004848e+00;1.0008811661e+00;9.9999904776e-01;1.0000334006e+00;9.9988144364e-01;1.0000026333e+00;1.0000415699e+00;1.0001393869e+00;1.0000808561e+00;1.0000418284e+00;1.0000883643e+00;9.9997562826e-01;1.0001093028e+00
5.8982400000e-02;1.0000654202e+00;1.0000227595e+00;1.0000812171e+00;1.0001075549e+00;1.0000901238e+00;1.0000862880e+00;9.9999589112e-01;1.0007938212e+00;1.0001239913e+00;9.9998345661e-01;9.9995793946e-01;1.0000072845e+00;1.0000324235e+00;1.0000871375e+00;1.0000217380e+00;1.0000578984e+00;1.0000264339e+00;1.0000334508e+00;1.0000196918e+00
6.5536000000e-02;1.0000308631e+00;9.9999588371e-01;9.9997470960e-01;1.0000756511e+00;1.0001053686e+00;1.0000237375e+00;9.9996149289e-01;1.0008002207e+00;1.0000936895e+00;1.0000098767e+00;1.0000289006e+00;9.9996391048e-01;9.9993755879e-01;1.0000989561e+00;1.0000513386e+00;9.9994222483e-01;1.0000152954e+00;9.9997315567e-01;9.9999590646e-01
7.2089600000e-02;1.0000971766e+00;1.0000078624e+00;9.9990839628e-01;1.0000326241e+00;1.0001084010e+00;1.0001040700e+00;9.9994036260e-01;1.0007533355e+00;1.0000110610e+00;9.9998800087e-01;1.0000277721e+00;1.0000234639e+00;9.9995243575e-01;1.0000778119e+00;9.9994038640e-01;1.0000257057e+00;1.0000791910e+00;9.9998840312e-01;9.9997769707e-01
7.8643200000e-02;1.0000576130e+00;1.0000813354e+00;1.0000106298e+00;1.0000677397e+00;1.0000549596e+00;1.0000441241e+00;9.9997889469e-01;1.0008080268e+00;1.0000909185e+00;9.9998659984e-01;1.0000522442e+00;1.0000009951e+00;9.9999013055e-01;1.0000154597e+00;9.9991968952e-01;1.0001590782e+00;9.9997841181e-01;1.0000012103e+00;1.0000922570e+00
8.5196800000e-02;1.0000482458e+00;1.0000401559e+00;9.9999267823e-01;9.9990737196e-01;1.0001242454e+00;1.0000466434e+00;9.9991514160e-01;1.0008921542e+00;1.0001584306e+00;1.0000317174e+00;1.0000653363e+00;1.0000908711e+00;1.0001089068e+00;1.0000558047e+00;9.9998160058e-01;1.0001247227e+00;9.9989507315e-01;9.9998418786e-01;1.0000443765e+00
9.1750400000e-02;1.0001371894e+00;9.9986524763e-01;1.0000523242e+00;1.0000642325e+00;1.0000691458e+00;9.9997006876e-01;9.9996004160e-01;1.0008347317e+00;1.0000555722e+00;9.9998891085e-01;1.0000204951e+00;1.0001046016e+00;9.9999949142e-01;1.0000804366e+00;1.0000161712e+00;1.0000375872e+00;9.9993236548e-01;1.0000027611e+00;1.0000581116e+00
9.8304000000e-02;1.0001498579e+00;9.9994772940e-01;9.9990894400e-01;1.0001048087e+00;1.0000637637e+00;1.0000119399e+00;9.9992008681e-01;1.0007455794e+00;1.0000443923e+00;9.9994177231e-01;9.9999800888e-01;1.0000403216e+00;1.0000111707e+00;1.0001239437e+00;1.0000502026e+00;9.9995304613e-01;9.9986015097e-01;1.0000217874e+00;1.0001240197e+00
1.0485760000e-01;1.0001233359e+00;1.0000501554e+00;9.9990425206e-01;1.0000428234e+00;1.0001042810e+00;9.9996895091e-01;9.9993702976e-01;1.0008125314e+00;9.9996504078e-01;1.0000022009e+00;9.9990829507e-01;1.0000557567e+00;1.0000310813e+00;1.0001109477e+00;1.0000853694e+00;9.9996369714e-01;9.9989863042e-01;1.0000728320e+00;1.0000441829e+00
1.1796480000e-01;1.0001199188e+00;1.0000742663e+00;9.9995264408e-01;1.0000556465e+00;1.0000545520e+00;9.9996687756e-01;9.9993075417e-01;1.0008037646e+00;9.9996752462e-01;1.0000269825e+00;9.9996610704e-01;9.9995497399e-01;9.9994411990e-01;1.0000555630e+00;1.0000850535e+00;9.9997264725e-01;1.0000555270e+00;1.0000631585e+00;1.0000664224e+00
1.3107200000e-01;1.0000472959e+00;1.0000223554e+00;1.0000299419e+00;9.9999976704e-01;1.0000960818e+00;9.9988740279e-01;9.9995784352e-01;1.0008425032e+00;9.9994323359e-01;9.9998248047e-01;9.9996135603e-01;1.0000332756e+00;9.9996582223e-01;1.0000417350e+00;1.0000714722e+00;1.0000216715e+00;1.0000926947e+00;1.0000357030e+00;9.9995672670e-01
1.4417920000e-01;1.0000898782e+00;1.0000949489e+00;1.0000536089e+00;9.9995862729e-01;9.9999156721e-01;1.0000138542e+00;9.9996581858e-01;1.0008451647e+00;1.0000028560e+00;9.9996961362e-01;1.0000340894e+00;1.0000728110e+00;9.9998323813e-01;1.0001290767e+00;1.0000736348e+00;1.0000169800e+00;1.0000424159e+00;9.9997993495e-01;9.9995185577e-01
1.5728640000e-01;1.0000840820e+00;1.0000976017e+00;1.0000752485e+00;1.0000563215e+00;1.0000810270e+00;9.9992601216e-01;9.9997205918e-01;1.0007720859e+00;9.9999714926e-01;9.9997534271e-01;1.0000367342e+00;1.0000675385e+00;9.9996793574e-01;1.0000774873e+00;1.0000850191e+00;9.9998831880e-01;1.0000002862e+00;1.0000409285e+00;9.9999686011e-01
1.7039360000e-01;1.0000696959e+00;1.0000356305e+00;9.9999451164e-01;1.0000282423e+00;9.9998829786e-01;9.9999402707e-01;9.9996120455e-01;1.0006147658e+00;1.0000456875e+00;9.9995752379e-01;1.0000252764e+00;9.9996667638e-01;1.0000075665e+00;1.0000663566e+00;1.0000199323e+00;1.0000335107e+00;9.9998315708e-01;9.9997143218e-01;1.0000313833e+00
1.8350080000e-01;9.9999453917e-01;1.0000660220e+00;9.9992933161e-01;1.0000428385e+00;9.9996846262e-01;9.9996688984e-01;9.9996301254e-01;1.0007136657e+00;9.9994597509e-01;9.9991465050e-01;1.0000658419e+00;1.0000088250e+00;9.9994003837e-01;1.0000400623e+00;9.9996881980e-01;1.0000833027e+00;1.0000461052e+00;1.0000301608e+00;1.0000970946e+00
1.9660800000e-01;9.9995804715e-01;1.0000054118e+00;1.0000335643e+00;1.0000316372e+00;9.9996264185e-01;1.0000452370e+00;9.9997224351e-01;1.0007199203e+00;9.9996730633e-01;9.9981407295e-01;9.9991299443e-01;1.0000579441e+00;1.0000010584e+00;1.0000426140e+00;1.0000416376e+00;1.0000094272e+00;9.9999651138e-01;1.0000240725e+00;9.9999741981e-01
2.0971520000e-01;1.0000412484e+00;9.9994488472e-01;1.0000484786e+00;1.0000675894e+00;1.0000111410e+00;9.9999970104e-01;9.9997378525e-01;1.0006296217e+00;1.0000434326e+00;9.9984756065e-01;9.9994750324e-01;1.0001425288e+00;9.9994738262e-01;1.0000305757e+00;9.9992254546e-01;9.9998707053e-01;9.9998231705e-01;9.9994304526e-01;9.9991964948e-01
2.3592960000e-01;9.9995660377e-01;1.0000600400e+00;1.0000179713e+00;1.0000209206e+00;9.9995438858e-01;1.0000455568e+00;1.0000339840e+00;1.0006700794e+00;1.0000269324e+00;9.9999755855e-01;1.0000162514e+00;1.0000165184e+00;1.0000083359e+00;1.0000990965e+00;1.0000569312e+00;1.0000422682e+00;1.0000150156e+00;9.9995456078e-01;1.0000150842e+00
2.6214400000e-01;1.0000344627e+00;1.0000529800e+00;1.0000519599e+00;1.0000768643e+00;1.0000082085e+00;9.9997062253e-01;1.0000062056e+00;1.0006772177e+00;9.9993426546e-01;1.0000726522e+00;1.0000572220e+00;1.0000578633e+00;9.9998085850e-01;1.0000492043e+00;1.0000998542e+00;9.9998980752e-01;9.9997567896e-01;9.9997157716e-01;9.9997191177e-01
2.8835840000e-01;1.0000726979e+00;1.0000335351e+00;1.0000294718e+00;1.0000284873e+00;1.0000104520e+00;1.0000715949e+00;9.9994663456e-01;1.0006470911e+00;1.0000552901e+00;9.9998600831e-01;1.0000258858e+00;1.0000067161e+00;1.0000675084e+00;1.0000536570e+00;9.9998586629e-01;1.0000136531e+00;9.9999687114e-01;9.9995024130e-01;1.0000225981e+00
3.1457280000e-01;1.0000158068e+00;1.0000818334e+00;1.0000268439e+00;1.0000379922e+00;1.0000105279e+00;1.0000306060e+00;9.9994639271e-01;1.0006508400e+00;1.0000124758e+00;1.0000578697e+00;1.0000314528e+00;1.0000293622e+00;1.0000253105e+00;1.0000784321e+00;1.0000036047e+00;1.0000656576e+00;9.9999543172e-01;1.0000156296e+00;9.9997377019e-01
3.4078720000e-01;1.0000745652e+00;1.0000626966e+00;9.9999587646e-01;9.9998003897e-01;9.9995343338e-01;9.9999639707e-01;9.9995845422e-01;1.0005846614e+00;9.9994781698e-01;9.9999593607e-01;1.0000378283e+00;9.9997642166e-01;9.9995225263e-01;1.0000901535e+00;9.9996956537e-01;1.0000803049e+00;1.0000313325e+00;9.9996677173e-01;9.9998753498e-01
3.6700160000e-01;1.0000383802e+00;9.9995526149e-01;1.0000167670e+00;1.0000779647e+00;9.9994336107e-01;1.0000419215e+00;9.9995839668e-01;1.0005859029e+00;9.9999189080e-01;9.9998724376e-01;1.0000311061e+00;9.9992843354e-01;1.0000205515e+00;1.0000429739e+00;9.9999917364e-01;1.0000345042e+00;9.9997717465e-01;1.0000457127e+00;1.0000395367e+00
3.9321600000e-01;1.0000322615e+00;1.0000242124e+00;1.0000321420e+00;9.9996771097e-01;1.0000223223e+00;1.0000582362e+00;1.0000178832e+00;1.0005810883e+00;9.9999967883e-01;9.9992458484e-01;9.9998844742e-01;9.9989719313e-01;1.0000005016e+00;1.0000533058e+00;9.9998069556e-01;1.0000503343e+00;9.9991831366e-01;9.9999962269e-01;1.0000474782e+00
4.1943040000e-01;1.0001240208e+00;1.0000499742e+00;1.0000620094e+00;9.9999709502e-01;9.9993437560e-01;1.0000176162e+00;1.0000908614e+00;1.0004569593e+00;9.9996752277e-01;9.9998000283e-01;9.9996309368e-01;9.9993366595e-01;9.9999976241e-01;1.0000375711e+00;1.0000018536e+00;9.9996463698e-01;1.0000205207e+00;1.0000000031e+00;9.9997634307e-01
4.7185920000e-01;1.0000460645e+00;1.0000698837e+00;9.9995166422e-01;9.9993895354e-01;1.0000039637e+00;1.0000054168e+00;9.9999969021e-01;1.0005238747e+00;9.9995519250e-01;1.0000240541e+00;1.0000066350e+00;9.9998937749e-01;9.9999549310e-01;1.0000238660e+00;1.0000247937e+00;1.0000268264e+00;1.0000438097e+00;9.9997184420e-01;9.9993019982e-01
5.2428800000e-01;1.0000643230e+00;1.0000717908e+00;1.0000331595e+00;1.0000158587e+00;1.0000002980e+00;1.0000091807e+00;1.0000167611e+00;1.0004638495e+00;1.0000661600e+00;1.0000561740e+00;1.0000140288e+00;1.0000495677e+00;1.0000005474e+00;1.0000738131e+00;9.9999532637e-01;9.9999353887e-01;9.9998314519e-01;9.9999747398e-01;9.9999230716e-01
5.7671680000e-01;1.0000312911e+00;9.9999867241e-01;1.0000093807e+00;1.0000311260e+00;9.9996606309e-01;9.9994988956e-01;9.9999814539e-01;1.0004584877e+00;1.0000503228e+00;1.0000708365e+00;1.0000329949e+00;1.0000405583e+00;9.9999494800e-01;9.9999306271e-01;9.9999665986e-01;9.9997194854e-01;9.9999334220e-01;1.0000132505e+00;1.0000218678e+00
6.2914560000e-01;1.0000099766e+00;1.0000218362e+00;1.0000014442e+00;1.0000845693e+00;1.0000012997e+00;9.9997140382e-01;1.0000418574e+00;1.0004306844e+00;1.0000067122e+00;1.0000386001e+00;1.0000164602e+00;1.0000243335e+00;9.9999323513e-01;9.9995734121e-01;9.9991675831e-01;9.9994250093e-01;9.9995161641e-01;1.0000121161e+00;1.0000279831e+00
6.8157440000e-01;1.0000850155e+00;1.0000063147e+00;1.0000577941e+00;1.0000282500e+00;9.9996958612e-01;9.9996488660e-01;1.0000093362e+00;1.0004417348e+00;1.0000023300e+00;9.9996953483e-01;1.0000265732e+00;1.0000154123e+00;9.9999552837e-01;9.9997436703e-01;9.9998215783e-01;1.0000031026e+00;9.9994315686e-01;9.9998749070e-01;1.0000157117e+00
7.3400320000e-01;1.0000876316e+00;1.0000436489e+00;1.0000186672e+00;1.0000287747e+00;1.0000261609e+00;9.9998836836e-01;9.9996461421e-01;1.0004279008e+00;9.9997285614e-01;1.0000303945e+00;9.9997743815e-01;1.0000507414e+00;9.9999204500e-01;9.9997739541e-01;1.0000436440e+00;1.0000265026e+00;1.0000350101e+00;9.9996054399e-01;1.0000100975e+00
7.8643200000e-01;1.0000737159e+00;1.0000001535e+00;9.9999321653e-01;9.9999371252e-01;9.9997984142e-01;1.0000073479e+00;9.9998028097e-01;1.0004275006e+00;9.9997062732e-01;9.9999975434e-01;9.9995975967e-01;1.0000407890e+00;1.0000336924e+00;1.0000388669e+00;9.9996727435e-01;9.9998812414e-01;9.9998730189e-01;9.9996376245e-01;9.9995883550e-01
8.3886080000e-01;1.0000881436e+00;9.9999729859e-01;1.0000149261e+00;1.0000480347e+00;1.0000191859e+00;1.0000418275e+00;1.0000688376e+00;1.0004225263e+00;9.9992899015e-01;1.0000324386e+00;9.9999611811e-01;9.9998144022e-01;9.9996359544e-01;1.0000439682e+00;1.0000604958e+00;9.9993257138e-01;9.9999786067e-01;9.9999632459e-01;9.9998605970e-01
9.4371840000e-01;1.0000357201e+00;1.0000084752e+00;1.0000082904e+00;9.9998203252e-01;1.0000351350e+00;1.0000023104e+00;9.9997306868e-01;1.0003977647e+00;1.0000285799e+00;9.9998398832e-01;1.0000156687e+00;9.9994219499e-01;9.9994667250e-01;1.0000202598e+00;9.9996892866e-01;9.9998290082e-01;1.0000216798e+00;9.9992495294e-01;1.0000112402e+00
1.0485760000e+00;1.0000139698e+00;1.0000378318e+00;1.0000331518e+00;9.9997827778e-01;9.9997029956e-01;1.0000306693e+00;9.9999711228e-01;1.0004581138e+00;1.0000098493e+00;9.9999045752e-01;9.9998431559e-01;9.9999813018e-01;1.0000067778e+00;9.9997698586e-01;1.0000128309e+00;1.0000085546e+00;9.9997316335e-01;9.9999449900e-01;1.0000005020e+00
1.1534336000e+00;1.0000135131e+00;9.9998524210e-01;9.9998050067e-01;1.0000305662e+00;9.9999027153e-01;1.0000403601e+00;9.9993834064e-01;1.0004705670e+00;1.0000291414e+00;1.0000378035e+00;9.9998502921e-01;9.9995587644e-01;9.9999739646e-01;1.0000054558e+00;1.0000187718e+00;1.0000065958e+00;1.0000232386e+00;1.0000203304e+00;1.0000002286e+00
1.2582912000e+00;1.0000782395e+00;1.0000523292e+00;9.9999167188e-01;9.9996624527e-01;9.9997446108e-01;1.0000136610e+00;1.0000082491e+00;1.0005306167e+00;9.9998072221e-01;1.0000181507e+00;9.9997563744e-01;1.0000344575e+00;9.9998962052e-01;1.0000199788e+00;9.9999543935e-01;1.0000104811e+00;1.0000037155e+00;1.0000165081e+00;1.0000255419e+00
1.3631488000e+00;1.0000153172e+00;9.9996999486e-01;1.0000370193e+00;1.0000205172e+00;9.9998150298e-01;1.0000109675e+00;1.0000007524e+00;1.0005953171e+00;1.0000056309e+00;9.9999145513e-01;1.0000089116e+00;1.0000199151e+00;9.9999163947e-01;1.0000153307e+00;9.9998557702e-01;1.0000514939e+00;1.0000071477e+00;1.0000103402e+00;9.9998278115e-01
1.4680064000e+00;9.9997287407e-01;1.0000428354e+00;1.0000031382e+00;9.9998312864e-01;9.9997762588e-01;9.9997069853e-01;1.0000056894e+00;1.0005911292e+00;9.9998407585e-01;9.9993459687e-01;1.0000084047e+00;9.9998983250e-01;9.9993924042e-01;9.9999833090e-01;9.9997655173e-01;1.0000174389e+00;1.0000079061e+00;9.9996039692e-01;9.9997586809e-01
1.5728640000e+00;1.0000035771e+00;1.0000369787e+00;9.9997909891e-01;1.0000203668e+00;9.9999983292e-01;9.9997424553e-01;1.0000295251e+00;1.0005602289e+00;1.0000704175e+00;9.9992615110e-01;9.9998852805e-01;1.0000228766e+00;9.9997752937e-01;1.0000053244e+00;9.9996544568e-01;1.0000055330e+00;9.9998074671e-01;9.9996300975e-01;9.9998661492e-01
1.6777216000e+00;1.0000111535e+00;9.9998839524e-01;9.9997229728e-01;1.0000256452e+00;9.9998330089e-01;9.9996654474e-01;9.9996226853e-01;1.0005263264e+00;1.0000174937e+00;1.0000280977e+00;1.0000201615e+00;9.9996812270e-01;1.0000107884e+00;1.0000041551e+00;1.0000434434e+00;9.9999624486e-01;9.9999820302e-01;1.0000283271e+00;9.9996544440e-01
1.8874368000e+00;1.0000315050e+00;1.0000288150e+00;9.9999941529e-01;9.9999035069e-01;1.0000066414e+00;9.9998607175e-01;9.9999167171e-01;1.0004934810e+00;9.9996117255e-01;9.9999774589e-01;1.0000174011e+00;9.9996472345e-01;9.9999194870e-01;1.0000075509e+00;1.0000457578e+00;9.9997601704e-01;9.9997453465e-01;1.0000244988e+00;1.0000113033e+00
2.0971520000e+00;1.0000007180e+00;9.9999806106e-01;9.9998857171e-01;1.0000241690e+00;9.9999641034e-01;1.0000005280e+00;1.0000083578e+00;1.0003122072e+00;9.9999806813e-01;9.9996749951e-01;9.9998946247e-01;1.0000118102e+00;1.0000020120e+00;9.9999771859e-01;1.0000370361e+00;9.9999189766e-01;1.0000197991e+00;9.9997556632e-01;9.9999059328e-01
2.3068672000e+00;1.0000296365e+00;9.9999130328e-01;1.0000105034e+00;1.0000134392e+00;9.9997991113e-01;1.0000159055e+00;9.9999678141e-01;1.0003081738e+00;9.9998014197e-01;9.9998901415e-01;9.9997434684e-01;9.9998132370e-01;9.9998198519e-01;9.9998498010e-01;1.0000034634e+00;9.9999805501e-01;1.0000129988e+00;9.9998827369e-01;9.9998005282e-01
2.5165824000e+00;9.9997337974e-01;9.9994708531e-01;1.0000100882e+00;9.9998086071e-01;9.9998131560e-01;9.9999032277e-01;9.9997747827e-01;1.0002928239e+00;1.0000082872e+00;1.0000044431e+00;9.9997582117e-01;9.9998720460e-01;1.0000197596e+00;1.0000076494e+00;9.9999581834e-01;1.0000392653e+00;1.0000287146e+00;1.0000071192e+00;1.0000238640e+00
2.7262976000e+00;1.0000466254e+00;9.9998704710e-01;1.0000005242e+00;1.0000098373e+00;1.0000092588e+00;1.0000032226e+00;1.0000093484e+00;1.0003787502e+00;9.9997020010e-01;9.9996816818e-01;1.0000157848e+00;1.0000283318e+00;1.0000005942e+00;9.9998932098e-01;1.0000128744e+00;9.9997694051e-01;1.0000232741e+00;9.9998550378e-01;9.9999929057e-01
2.9360128000e+00;1.0000467915e+00;9.9997466076e-01;1.0000125321e+00;9.9999012514e-01;1.0000317628e+00;9.9998314177e-01;1.0000071084e+00;1.0003467203e+00;9.9999467640e-01;1.0000008394e+00;1.0000091472e+00;1.0000013543e+00;9.9998920231e-01;9.9999752979e-01;1.0000095139e+00;9.9995380488e-01;9.9996973344e-01;1.0000094616e+00;1.0000034256e+00
3.1457280000e+00;1.0000054972e+00;9.9999540467e-01;1.0000038327e+00;1.0000010109e+00;9.9998853061e-01;1.0000210202e+00;9.9997604294e-01;1.0003611443e+00;1.0000078718e+00;1.0000242972e+00;1.0000057615e+00;9.9999293956e-01;9.9998073372e-01;1.0000223015e+00;1.0000026994e+00;9.9995601077e-01;9.9999993747e-01;1.0000236020e+00;1.0000058430e+00
3.3554432000e+00;1.0000170085e+00;9.9997704798e-01;9.9998855349e-01;9.9999705659e-01;1.0000117152e+00;9.9998942607e-01;1.0000086657e+00;1.0001826311e+00;9.9995634839e-01;9.9996227035e-01;9.9997970400e-01;1.0000093922e+00;9.9998150095e-01;9.9999390517e-01;1.0000002805e+00;9.9999889965e-01;9.9999717644e-01;9.9999232084e-01;9.9998549888e-01
3.7748736000e+00;9.9999660354e-01;9.9996433150e-01;1.0000063328e+00;9.9998691073e-01;9.9999604937e-01;9.9999855901e-01;9.9999990363e-01;1.0001231306e+00;1.0000126425e+00;9.9999976142e-01;1.0000051293e+00;1.0000096043e+00;1.0000023348e+00;9.9998284088e-01;9.9998192245e-01;1.0000357176e+00;1.0000133090e+00;1.0000194352e+00;9.9999944314e-01
4.1943040000e+00;1.0000336239e+00;9.9998707856e-01;1.0000074904e+00;1.0000204432e+00;1.0000142035e+00;9.9999307321e-01;1.0000076533e+00;1.0001289114e+00;1.0000170667e+00;9.9997973546e-01;9.9997830700e-01;1.0000351603e+00;1.0000103806e+00;9.9999789626e-01;1.0000014065e+00;9.9999784410e-01;1.0000002456e+00;9.9999485544e-01;9.9998177096e-01
4.6137344000e+00;9.9997663297e-01;1.0000007781e+00;9.9996929160e-01;1.0000109915e+00;9.9999131882e-01;9.9999689836e-01;1.0000027085e+00;1.0000356021e+00;9.9997436495e-01;1.0000033166e+00;1.0000022599e+00;9.9998924648e-01;1.0000172653e+00;9.9999532094e-01;9.9999760711e-01;1.0000096642e+00;1.0000030852e+00;9.9997590157e-01;1.0000016391e+00
5.0331648000e+00;9.9998805065e-01;1.0000193392e+00;9.9999764016e-01;9.9998336940e-01;1.0000142755e+00;1.0000191109e+00;1.0000066703e+00;9.9994495744e-01;1.0000046144e+00;9.9997673329e-01;9.9999664157e-01;9.9998900545e-01;1.0000004006e+00;1.0000105785e+00;1.0000073464e+00;1.0000089793e+00;1.0000011054e+00;1.0000139654e+00;9.9998414676e-01
5.4525952000e+00;1.0000070861e+00;9.9998586101e-01;9.9998757405e-01;9.9999601449e-01;1.0000038328e+00;9.9999657029e-01;9.9999951473e-01;9.9994343692e-01;1.0000183946e+00;1.0000127094e+00;1.0000048914e+00;1.0000134719e+00;1.0000124144e+00;9.9999614839e-01;1.0000138864e+00;1.0000217997e+00;1.0000022975e+00;1.0000430967e+00;1.0000010551e+00
5.8720256000e+00;9.9998576786e-01;9.9997979388e-01;9.9998032446e-01;9.9999470907e-01;9.9999426775e-01;1.0000196429e+00;9.9996097135e-01;9.9997896410e-01;1.0000056693e+00;1.0000127164e+00;9.9997671366e-01;1.0000297812e+00;9.9999985644e-01;9.9999880814e-01;9.9998037625e-01;1.0000400034e+00;9.9999618332e-01;9.9996755678e-01;1.0000283323e+00
6.2914560000e+00;1.0000189766e+00;1.0000159852e+00;1.0000036642e+00;1.0000033886e+00;1.0000103797e+00;9.9997623730e-01;9.9999049357e-01;9.9984573366e-01;1.0000000447e+00;1.0000082583e+00;1.0000024958e+00;9.9998085044e-01;9.9998782115e-01;9.9997930600e-01;9.9999368794e-01;9.9998403535e-01;9.9999871164e-01;9.9996888067e-01;1.0000064150e+00
6.7108864000e+00;9.9996433325e-01;1.0000357657e+00;9.9999970613e-01;9.9999226189e-01;9.9999290738e-01;9.9998956887e-01;1.0000055013e+00;9.9980844976e-01;1.0000151075e+00;1.0000102620e+00;1.0000003090e+00;9.9999415845e-01;9.9999658185e-01;1.0000031654e+00;9.9999741671e-01;9.9997185528e-01;9.9997879570e-01;1.0000232130e+00;9.9999280287e-01
7.5497472000e+00;9.9997778003e-01;1.0000087319e+00;9.9998292056e-01;9.9999322791e-01;1.0000001904e+00;9.9998366701e-01;1.0000135933e+00;9.9988583605e-01;9.9999958396e-01;9.9999163808e-01;1.0000153353e+00;1.0000127204e+00;1.0000032720e+00;9.9998224020e-01;1.0000112720e+00;1.0000177321e+00;1.0000275054e+00;9.9999384844e-01;9.9999185735e-01
8.3886080000e+00;9.9999469462e-01;1.0000134527e+00;9.9997404137e-01;9.9998195522e-01;1.0000133226e+00;1.0000136317e+00;1.0000052138e+00;9.9994464319e-01;9.9999867769e-01;1.0000053953e+00;1.0000058960e+00;9.9999535497e-01;9.9999575801e-01;9.9999919403e-01;9.9999786986e-01;9.9994224279e-01;9.9999651168e-01;1.0000123589e+00;9.9999709364e-01
9.2274688000e+00;1.0000011400e+00;1.0000054007e+00;9.9998148218e-01;9.9998798058e-01;9.9998726978e-01;1.0000008030e+00;9.9998448428e-01;9.9988067598e-01;1.0000026221e+00;1.0000134441e+00;9.9998532386e-01;9.9997845825e-01;9.9999999506e-01;1.0000416091e+00;9.9999425300e-01;1.0000171766e+00;9.9998602175e-01;9.9998887754e-01;1.0000096433e+00
1.0066329600e+01;9.9999052470e-01;1.0000032761e+00;9.9999886496e-01;9.9999774032e-01;9.9999476079e-01;9.9999132192e-01;1.0000047523e+00;9.9992386252e-01;9.9999555242e-01;9.9999948565e-01;9.9999105651e-01;9.9998900243e-01;1.0000047993e+00;1.0000055020e+00;9.9999294201e-01;1.0000139987e+00;9.9997809650e-01;9.9998755901e-01;9.9998655521e-01
1.0905190400e+01;9.9998361209e-01;9.9997752613e-01;1.0000102445e+00;9.9998991194e-01;1.0000020758e+00;1.0000313731e+00;1.0000009976e+00;9.9993862312e-01;1.0000079035e+00;9.9997653562e-01;9.9998245057e-01;1.0000096218e+00;9.9999108890e-01;9.9998929491e-01;9.9999927431e-01;9.9999710954e-01;9.9999750491e-01;1.0000132114e+00;9.9997800123e-01
1.1744051200e+01;9.9999401886e-01;9.9997189386e-01;1.0000076446e+00;9.9999396700e-01;9.9999230270e-01;9.9999735425e-01;1.0000063390e+00;9.9990205051e-01;9.9999523245e-01;1.0000043218e+00;9.9999853118e-01;1.0000140657e+00;9.9999689916e-01;9.9999022740e-01;9.9997562440e-01;9.9998356516e-01;1.0000134495e+00;9.9998995508e-01;1.0000190607e+00
1.2582912000e+01;1.0000184141e+00;9.9996267237e-01;1.0000139106e+00;9.9999449208e-01;9.9999627633e-01;9.9996721774e-01;1.0000000891e+00;9.9988102391e-01;9.9999722775e-01;1.0000060436e+00;1.0000063112e+00;9.9999282895e-01;1.0000138041e+00;9.9997094911e-01;9.9998143033e-01;9.9997084861e-01;9.9997792675e-01;1.0000018801e+00;1.0000177919e+00
1.3421772800e+01;1.0000072079e+00;9.9998328110e-01;1.0000078879e+00;9.9997167881e-01;1.0000075531e+00;9.9998956080e-01;9.9999541179e-01;9.9988590741e-01;1.0000103436e+00;9.9999495519e-01;1.0000066160e+00;9.9998666330e-01;1.0000030323e+00;9.9997833755e-01;9.9996403065e-01;9.9997221272e-01;9.9999193919e-01;9.9998003066e-01;1.0000043636e+00
1.5099494400e+01;9.9995168403e-01;1.0000327000e+00;1.0000101919e+00;9.9999435069e-01;9.9999527356e-01;9.9998430166e-01;1.0000043503e+00;9.9984148736e-01;9.9998410898e-01;1.0000060740e+00;1.0000181315e+00;1.0000007062e+00;9.9999393746e-01;9.9999567214e-01;9.9998349064e-01;1.0000221179e+00;9.9999599413e-01;9.9999488622e-01;9.9999132341e-01
