;02_FL100_2_1_1_1;02_FL100_2_2_1_1;02_FL100_2_3_1_1;02_FL100_2_4_1_1;02_FL100_2_5_1_1;02_FL100_2_6_1_1;02_FL100_2_7_1_1;02_FL100_2_8_1_1;02_FL100_2_9_1_1;02_FL100_2_10_1_1;02_FL100_2_11_1_1;02_FL100_2_12_1_1;02_FL100_2_13_1_1;02_FL100_2_14_1_1;02_FL100_2_15_1_1;02_FL100_2_16_1_1;02_FL100_2_17_1_1;02_FL100_2_18_1_1
8.5196800000e-02;9.9991495657e-01;1.0038546850e+00;1.0015503568e+00;1.0016819448e+00;1.0005602691e+00;1.0000916773e+00;1.0089270497e+00;1.0007037908e+00;1.0158204419e+00;1.0019622452e+00;1.0139730668e+00;1.0084768321e+00;1.0044242504e+00;1.0160466356e+00;1.0024074986e+00;1.0039973427e+00;9.9984340319e-01;1.0078798096e+00
9.1750400000e-02;1.0001119971e+00;1.0039947505e+00;1.0016429149e+00;1.0016328892e+00;1.0004746725e+00;1.0000631410e+00;1.0089256252e+00;1.0006938949e+00;1.0156247541e+00;1.0019599835e+00;1.0139303641e+00;1.0085017840e+00;1.0044533651e+00;1.0158610363e+00;1.0023832672e+00;1.0041399450e+00;9.9988477497e-01;1.0077963621e+00
9.8304000000e-02;1.0001177081e+00;1.0039427734e+00;1.0016354078e+00;1.0015525477e+00;1.0006440428e+00;1.0001231207e+00;1.0090718495e+00;1.0005852361e+00;1.0157706595e+00;1.0018923094e+00;1.0138051790e+00;1.0084087451e+00;1.0044944430e+00;1.0158617301e+00;1.0023185394e+00;1.0042101324e+00;9.9997302419e-01;1.0079118343e+00
1.0485760000e-01;9.9996215410e-01;1.0039293661e+00;1.0016676207e+00;1.0016571524e+00;1.0006074324e+00;1.0002414526e+00;1.0090732691e+00;1.0003779578e+00;1.0159014708e+00;1.0019230585e+00;1.0138284589e+00;1.0082658631e+00;1.0046156547e+00;1.0157862821e+00;1.0022049842e+00;1.0043210158e+00;1.0001124007e+00;1.0078613815e+00
1.1796480000e-01;9.9986688718e-01;1.0039073973e+00;1.0015902545e+00;1.0016301318e+00;1.0006512368e+00;1.0001772587e+00;1.0089723739e+00;1.0004454732e+00;1.0158141717e+00;1.0018137458e+00;1.0138717140e+00;1.0083624811e+00;1.0044220273e+00;1.0158085000e+00;1.0023976324e+00;1.0041655316e+00;1.0001558287e+00;1.0078099093e+00
1.3107200000e-01;9.9996846291e-01;1.0038358619e+00;1.0015090684e+00;1.0016182160e+00;1.0007332931e+00;1.0001202761e+00;1.0088118280e+00;1.0005171879e+00;1.0158698752e+00;1.0018618135e+00;1.0138476336e+00;1.0083483463e+00;1.0043096000e+00;1.0158230186e+00;1.0024220122e+00;1.0042135093e+00;1.0000593493e+00;1.0078422877e+00
1.4417920000e-01;1.0000230318e+00;1.0038329341e+00;1.0015516495e+00;1.0015687996e+00;1.0005850856e+00;1.0001434309e+00;1.0088488048e+00;1.0002442535e+00;1.0158360279e+00;1.0018371425e+00;1.0138371461e+00;1.0084003185e+00;1.0043941953e+00;1.0157746549e+00;1.0022523553e+00;1.0041723153e+00;1.0000462370e+00;1.0078165082e+00
1.5728640000e-01;1.0001023087e+00;1.0038168701e+00;1.0015294271e+00;1.0015442949e+00;1.0006012766e+00;1.0001929858e+00;1.0087577196e+00;1.0003118193e+00;1.0156574984e+00;1.0017932081e+00;1.0138423084e+00;1.0083985761e+00;1.0043607788e+00;1.0156591400e+00;1.0022882944e+00;1.0041514355e+00;9.9990949542e-01;1.0077636657e+00
1.7039360000e-01;1.0000231652e+00;1.0037910617e+00;1.0015581422e+00;1.0015991833e+00;1.0005513158e+00;1.0002391317e+00;1.0087748621e+00;1.0004450668e+00;1.0156027520e+00;1.0018371684e+00;1.0138186132e+00;1.0083837019e+00;1.0043881575e+00;1.0156528955e+00;1.0022616397e+00;1.0040577974e+00;1.0000290324e+00;1.0077736663e+00
1.8350080000e-01;9.9998001838e-01;1.0037257805e+00;1.0015413165e+00;1.0014829667e+00;1.0004804255e+00;1.0002357799e+00;1.0088352703e+00;1.0005096324e+00;1.0155864381e+00;1.0017787281e+00;1.0138206107e+00;1.0082476693e+00;1.0044499292e+00;1.0154679635e+00;1.0022534200e+00;1.0041706491e+00;9.9983481304e-01;1.0077125200e+00
1.9660800000e-01;1.0000143224e+00;1.0037650772e+00;1.0015556955e+00;1.0015056114e+00;1.0006569427e+00;1.0000995916e+00;1.0084988351e+00;1.0006379098e+00;1.0155076527e+00;1.0017433789e+00;1.0138300671e+00;1.0082121049e+00;1.0043722630e+00;1.0154070663e+00;1.0022452729e+00;1.0040910363e+00;9.9987289504e-01;1.0077188233e+00
2.0971520000e-01;1.0000611650e+00;1.0036813374e+00;1.0015260451e+00;1.0015758849e+00;1.0005352595e+00;1.0000624508e+00;1.0085359981e+00;1.0004798165e+00;1.0156180164e+00;1.0017589778e+00;1.0137387028e+00;1.0080730429e+00;1.0042634385e+00;1.0153757641e+00;1.0023032043e+00;1.0042331153e+00;9.9993945641e-01;1.0077924059e+00
2.3592960000e-01;9.9992845095e-01;1.0037332532e+00;1.0014525148e+00;1.0015944948e+00;1.0005449864e+00;1.0000172946e+00;1.0085184146e+00;1.0006451095e+00;1.0154759430e+00;1.0017323610e+00;1.0137866516e+00;1.0080366462e+00;1.0043191895e+00;1.0151940633e+00;1.0022324944e+00;1.0041139276e+00;1.0000205614e+00;1.0076749031e+00
2.6214400000e-01;1.0000099400e+00;1.0037005245e+00;1.0015148100e+00;1.0016265975e+00;1.0004349127e+00;1.0000538347e+00;1.0084524689e+00;1.0005531837e+00;1.0153659549e+00;1.0017338901e+00;1.0137229629e+00;1.0079733795e+00;1.0042433054e+00;1.0150272928e+00;1.0022080966e+00;1.0040312306e+00;1.0000912645e+00;1.0075645938e+00
2.8835840000e-01;1.0001101241e+00;1.0036410100e+00;1.0014372237e+00;1.0016459829e+00;1.0005687534e+00;1.0001113839e+00;1.0083651785e+00;1.0005417624e+00;1.0153552341e+00;1.0017008018e+00;1.0137071096e+00;1.0079022751e+00;1.0041147970e+00;1.0148513125e+00;1.0022422680e+00;1.0042230827e+00;1.0000167158e+00;1.0075587058e+00
3.1457280000e-01;1.0000057430e+00;1.0037072632e+00;1.0014483021e+00;1.0015536741e+00;1.0005542945e+00;1.0000402723e+00;1.0082626321e+00;1.0005209803e+00;1.0153394282e+00;1.0016639419e+00;1.0136918741e+00;1.0078591935e+00;1.0041334634e+00;1.0147186785e+00;1.0022643660e+00;1.0043163962e+00;1.0001451026e+00;1.0075001930e+00
3.4078720000e-01;9.9996146330e-01;1.0037562484e+00;1.0014449652e+00;1.0014808646e+00;1.0005180766e+00;1.0001303463e+00;1.0082829134e+00;1.0004932658e+00;1.0151629898e+00;1.0016342232e+00;1.0135707450e+00;1.0077606074e+00;1.0041604197e+00;1.0146132279e+00;1.0021947447e+00;1.0042539893e+00;9.9992805800e-01;1.0074610944e+00
3.6700160000e-01;9.9998850635e-01;1.0036809497e+00;1.0014619093e+00;1.0014814305e+00;1.0004878647e+00;1.0001540989e+00;1.0081638412e+00;1.0006173068e+00;1.0150971315e+00;1.0014804440e+00;1.0136249099e+00;1.0076185715e+00;1.0041476263e+00;1.0144504163e+00;1.0020434516e+00;1.0040987398e+00;9.9994532456e-01;1.0074893578e+00
3.9321600000e-01;1.0000521609e+00;1.0037620691e+00;1.0013696575e+00;1.0015363991e+00;1.0005114192e+00;1.0000386391e+00;1.0079615632e+00;1.0004636147e+00;1.0150374531e+00;1.0015129927e+00;1.0135555407e+00;1.0076052477e+00;1.0040382659e+00;1.0144546986e+00;1.0020959596e+00;1.0040946498e+00;1.0000672108e+00;1.0073945341e+00
4.1943040000e-01;1.0000921425e+00;1.0037328279e+00;1.0014229664e+00;1.0014762181e+00;1.0005299250e+00;1.0000965368e+00;1.0078273406e+00;1.0006377969e+00;1.0150164397e+00;1.0014615586e+00;1.0134459405e+00;1.0076290396e+00;1.0040542181e+00;1.0143013054e+00;1.0021971774e+00;1.0040995584e+00;1.0000549311e+00;1.0074188835e+00
4.7185920000e-01;1.0000408509e+00;1.0036730731e+00;1.0013241253e+00;1.0014018233e+00;1.0004711415e+00;1.0000259981e+00;1.0075066544e+00;1.0004922217e+00;1.0148170749e+00;1.0013873606e+00;1.0135015407e+00;1.0074904070e+00;1.0040029336e+00;1.0140856595e+00;1.0020284244e+00;1.0041531586e+00;1.0000303792e+00;1.0072749736e+00
5.2428800000e-01;1.0001021198e+00;1.0036647348e+00;1.0012763056e+00;1.0013901736e+00;1.0004432159e+00;1.0001873818e+00;1.0072917122e+00;1.0005332344e+00;1.0146402736e+00;1.0013814662e+00;1.0133811579e+00;1.0074561048e+00;1.0039609655e+00;1.0139034284e+00;1.0020464178e+00;1.0041156426e+00;9.9995714276e-01;1.0070959198e+00
5.7671680000e-01;1.0001092905e+00;1.0036773002e+00;1.0012934450e+00;1.0014307209e+00;1.0005635469e+00;1.0002189869e+00;1.0069674185e+00;1.0005875193e+00;1.0145393044e+00;1.0013752522e+00;1.0134021927e+00;1.0072488444e+00;1.0037517090e+00;1.0137112792e+00;1.0019413915e+00;1.0040998864e+00;9.9992359610e-01;1.0070519180e+00
6.2914560000e-01;1.0000249199e+00;1.0037063839e+00;1.0012939952e+00;1.0013586372e+00;1.0005021444e+00;1.0001457442e+00;1.0066719898e+00;1.0005555281e+00;1.0144735368e+00;1.0013180821e+00;1.0133928040e+00;1.0072473677e+00;1.0036927350e+00;1.0135160703e+00;1.0019263493e+00;1.0042330510e+00;9.9995339265e-01;1.0070896107e+00
6.8157440000e-01;1.0000030126e+00;1.0036403486e+00;1.0011361277e+00;1.0013603837e+00;1.0005195411e+00;1.0002129233e+00;1.0063116119e+00;1.0004740387e+00;1.0143816097e+00;1.0013225801e+00;1.0132972697e+00;1.0072352089e+00;1.0035697605e+00;1.0133036905e+00;1.0018800402e+00;1.0040316575e+00;9.9996761810e-01;1.0069343576e+00
7.3400320000e-01;1.0000278242e+00;1.0036621144e+00;1.0011251611e+00;1.0013224060e+00;1.0005178421e+00;1.0000876005e+00;1.0060793570e+00;1.0004991592e+00;1.0141638609e+00;1.0011831020e+00;1.0132533896e+00;1.0071792912e+00;1.0033889310e+00;1.0130901167e+00;1.0018824637e+00;1.0038965679e+00;9.9997048646e-01;1.0069068454e+00
7.8643200000e-01;9.9993823725e-01;1.0036431355e+00;1.0011753297e+00;1.0013628690e+00;1.0005302282e+00;1.0001069116e+00;1.0058096428e+00;1.0006050502e+00;1.0140643308e+00;1.0011362313e+00;1.0132352985e+00;1.0071452895e+00;1.0032815550e+00;1.0129515784e+00;1.0018105612e+00;1.0040042124e+00;1.0000036670e+00;1.0068745227e+00
8.3886080000e-01;9.9999352380e-01;1.0035888796e+00;1.0011272813e+00;1.0012493597e+00;1.0004870159e+00;1.0001078294e+00;1.0056465366e+00;1.0005939009e+00;1.0138512419e+00;1.0011473938e+00;1.0131219023e+00;1.0070430637e+00;1.0032113721e+00;1.0128150261e+00;1.0018484368e+00;1.0040235447e+00;1.0000550651e+00;1.0066865178e+00
9.4371840000e-01;9.9997031076e-01;1.0036171540e+00;1.0010793242e+00;1.0012168841e+00;1.0004238792e+00;1.0001171543e+00;1.0051791394e+00;1.0005277768e+00;1.0135559303e+00;1.0010072133e+00;1.0130527499e+00;1.0069410490e+00;1.0029691457e+00;1.0123218605e+00;1.0017744358e+00;1.0040021368e+00;9.9998054715e-01;1.0065519389e+00
1.0485760000e+00;1.0000449840e+00;1.0035368866e+00;1.0010552423e+00;1.0012096828e+00;1.0004272937e+00;1.0000677786e+00;1.0046145228e+00;1.0005060237e+00;1.0134934322e+00;1.0008937731e+00;1.0129506916e+00;1.0068257788e+00;1.0027078609e+00;1.0118660000e+00;1.0017068803e+00;1.0038974726e+00;1.0000625535e+00;1.0064972807e+00
1.1534336000e+00;9.9996117489e-01;1.0035440464e+00;1.0010528694e+00;1.0011384884e+00;1.0004779463e+00;1.0000799044e+00;1.0041773461e+00;1.0005217981e+00;1.0133084326e+00;1.0009091317e+00;1.0128494554e+00;1.0068847202e+00;1.0023903272e+00;1.0114973054e+00;1.0017369804e+00;1.0039351863e+00;1.0000814131e+00;1.0062895926e+00
1.2582912000e+00;9.9997916870e-01;1.0035051890e+00;1.0010015474e+00;1.0010939636e+00;1.0004599291e+00;1.0001338182e+00;1.0038759981e+00;1.0005467484e+00;1.0132333812e+00;1.0008229582e+00;1.0127084675e+00;1.0069061415e+00;1.0020966104e+00;1.0112004036e+00;1.0017616355e+00;1.0039556162e+00;1.0000543486e+00;1.0062171301e+00
1.3631488000e+00;1.0000085774e+00;1.0034684400e+00;1.0009462910e+00;1.0011079019e+00;1.0003411218e+00;1.0000619992e+00;1.0034303210e+00;1.0005583863e+00;1.0131390471e+00;1.0008304976e+00;1.0127318367e+00;1.0067880326e+00;1.0018624368e+00;1.0109641436e+00;1.0016430558e+00;1.0038928814e+00;9.9992674499e-01;1.0060771335e+00
1.4680064000e+00;9.9993944070e-01;1.0033843167e+00;1.0009034582e+00;1.0010891500e+00;1.0004527008e+00;1.0001080036e+00;1.0027971012e+00;1.0004908200e+00;1.0128318827e+00;1.0007590545e+00;1.0126123891e+00;1.0067836478e+00;1.0016331241e+00;1.0109012547e+00;1.0016504825e+00;1.0038627020e+00;9.9996777214e-01;1.0059463542e+00
1.5728640000e+00;9.9997360592e-01;1.0034043451e+00;1.0008187803e+00;1.0009696591e+00;1.0004401822e+00;1.0001369569e+00;1.0024211590e+00;1.0005447437e+00;1.0124175485e+00;1.0007000451e+00;1.0126379415e+00;1.0066297182e+00;1.0013860945e+00;1.0110584839e+00;1.0015928335e+00;1.0038453199e+00;9.9997683472e-01;1.0058220780e+00
1.6777216000e+00;9.9993861372e-01;1.0033953142e+00;1.0007217577e+00;1.0009796306e+00;1.0003677363e+00;1.0000753992e+00;1.0022018478e+00;1.0004093797e+00;1.0120248142e+00;1.0006788042e+00;1.0125542353e+00;1.0064970594e+00;1.0011270865e+00;1.0111090113e+00;1.0014956494e+00;1.0038621786e+00;9.9996829815e-01;1.0057148189e+00
1.8874368000e+00;1.0000399344e+00;1.0033326343e+00;1.0005998549e+00;1.0008706551e+00;1.0004026280e+00;1.0000553052e+00;1.0017065253e+00;1.0005739463e+00;1.0107935873e+00;1.0005007573e+00;1.0123538752e+00;1.0061714128e+00;1.0008201986e+00;1.0111578396e+00;1.0013188136e+00;1.0037737249e+00;9.9996459052e-01;1.0052996066e+00
2.0971520000e+00;9.9993425787e-01;1.0032517229e+00;1.0004220336e+00;1.0008183806e+00;1.0003425971e+00;1.0000768124e+00;1.0015841247e+00;1.0004726220e+00;1.0097959011e+00;1.0004292761e+00;1.0121650077e+00;1.0058342560e+00;1.0006042667e+00;1.0110797247e+00;1.0011985743e+00;1.0036964549e+00;9.9996255161e-01;1.0049532354e+00
2.3068672000e+00;1.0000175836e+00;1.0031942555e+00;1.0002294932e+00;1.0007755764e+00;1.0003847446e+00;1.0000389493e+00;1.0015430787e+00;1.0004623608e+00;1.0090565690e+00;1.0004369966e+00;1.0119483750e+00;1.0054411569e+00;1.0002339014e+00;1.0111289211e+00;1.0011120049e+00;1.0035396112e+00;9.9997545893e-01;1.0047991285e+00
2.5165824000e+00;9.9996395757e-01;1.0031279517e+00;1.0000580031e+00;1.0005560982e+00;1.0003496491e+00;1.0000780262e+00;1.0015509847e+00;1.0005118798e+00;1.0084386495e+00;1.0003725810e+00;1.0116746698e+00;1.0049070234e+00;1.0001469927e+00;1.0112635476e+00;1.0010394893e+00;1.0034418198e+00;1.0000106476e+00;1.0045791991e+00
2.7262976000e+00;9.9995322986e-01;1.0031013398e+00;9.9994643525e-01;1.0005798308e+00;1.0003466983e+00;1.0000419943e+00;1.0015287206e+00;1.0004657218e+00;1.0078768215e+00;1.0003985539e+00;1.0114831408e+00;1.0043674481e+00;1.0000615840e+00;1.0110609922e+00;1.0008661130e+00;1.0033769581e+00;9.9991750270e-01;1.0043693854e+00
2.9360128000e+00;1.0000064947e+00;1.0030112764e+00;9.9982064384e-01;1.0005017381e+00;1.0003045088e+00;9.9999824165e-01;1.0016043824e+00;1.0004371956e+00;1.0072822213e+00;1.0003803275e+00;1.0112937879e+00;1.0039923332e+00;1.0000369358e+00;1.0105190970e+00;1.0007359635e+00;1.0032689972e+00;9.9999001125e-01;1.0041924658e+00
3.1457280000e+00;1.0000178851e+00;1.0029892185e+00;9.9961561005e-01;1.0004567839e+00;1.0003187827e+00;1.0000656555e+00;1.0014022222e+00;1.0004008628e+00;1.0065894792e+00;1.0003722575e+00;1.0110466237e+00;1.0037297319e+00;1.0001022105e+00;1.0097032962e+00;1.0006523434e+00;1.0032267496e+00;1.0000114495e+00;1.0040167215e+00
3.3554432000e+00;1.0000263493e+00;1.0028559883e+00;9.9950048989e-01;1.0004273635e+00;1.0003026444e+00;1.0000408215e+00;1.0014433041e+00;1.0004042193e+00;1.0060472150e+00;1.0003893468e+00;1.0108129003e+00;1.0033900773e+00;1.0001438042e+00;1.0091238860e+00;1.0005008852e+00;1.0031529712e+00;1.0000632716e+00;1.0039173192e+00
3.7748736000e+00;1.0000129675e+00;1.0026533283e+00;9.9935668074e-01;1.0003795948e+00;1.0003067244e+00;9.9999920770e-01;1.0010626367e+00;1.0003956358e+00;1.0053655268e+00;1.0004844285e+00;1.0102979400e+00;1.0028607275e+00;1.0001367774e+00;1.0074764487e+00;1.0006256620e+00;1.0029613060e+00;1.0000556275e+00;1.0035631976e+00
4.1943040000e+00;1.0000502114e+00;1.0023586693e+00;9.9921796714e-01;1.0003347458e+00;1.0002905724e+00;9.9996971924e-01;1.0004747300e+00;1.0003697266e+00;1.0048914214e+00;1.0005332489e+00;1.0096250637e+00;1.0022796809e+00;1.0002301636e+00;1.0060752810e+00;1.0005813996e+00;1.0027231651e+00;1.0000493898e+00;1.0032446611e+00
4.6137344000e+00;1.0000297063e+00;1.0020285562e+00;9.9911180360e-01;1.0002758610e+00;1.0002901204e+00;9.9999475651e-01;1.0001110418e+00;1.0003204363e+00;1.0044160981e+00;1.0005009763e+00;1.0089477142e+00;1.0017869446e+00;1.0002505153e+00;1.0055472699e+00;1.0002665524e+00;1.0025550970e+00;9.9999803166e-01;1.0029927494e+00
5.0331648000e+00;1.0000145174e+00;1.0017675952e+00;9.9910032736e-01;1.0001859433e+00;1.0002969058e+00;1.0000296135e+00;1.0000280144e+00;1.0003053127e+00;1.0041691096e+00;1.0002091215e+00;1.0083334149e+00;1.0011424763e+00;1.0003068291e+00;1.0052179234e+00;1.0001744394e+00;1.0023452899e+00;1.0000281083e+00;1.0027736813e+00
5.4525952000e+00;9.9999815897e-01;1.0014236437e+00;9.9918053493e-01;1.0001531287e+00;1.0002602876e+00;9.9995813295e-01;9.9995440909e-01;1.0002886820e+00;1.0039543429e+00;9.9993047923e-01;1.0078815838e+00;1.0007684485e+00;1.0002520930e+00;1.0048989788e+00;1.0002283718e+00;1.0021511000e+00;1.0000045433e+00;1.0026467937e+00
5.8720256000e+00;1.0000103009e+00;1.0011607978e+00;9.9932318796e-01;1.0001624570e+00;1.0002124725e+00;9.9998420450e-01;1.0000467104e+00;1.0002619393e+00;1.0035942394e+00;9.9987344833e-01;1.0074161872e+00;1.0008426671e+00;1.0001046858e+00;1.0037237023e+00;1.0000721685e+00;1.0019367422e+00;9.9996972310e-01;1.0026629576e+00
6.2914560000e+00;9.9999723913e-01;1.0009263194e+00;9.9950289624e-01;1.0001161886e+00;1.0001827925e+00;9.9999748056e-01;1.0002913806e+00;1.0002215575e+00;1.0032686140e+00;9.9982588542e-01;1.0069459818e+00;1.0006171456e+00;9.9992155736e-01;1.0018576332e+00;9.9996602720e-01;1.0017495170e+00;9.9998236593e-01;1.0024214672e+00
6.7108864000e+00;9.9995958617e-01;1.0005531293e+00;9.9977266587e-01;1.0000812161e+00;1.0001815521e+00;1.0000188741e+00;1.0002971097e+00;1.0002083462e+00;1.0030618809e+00;9.9974408591e-01;1.0063225137e+00;1.0000133575e+00;9.9980834557e-01;9.9987374010e-01;1.0000135490e+00;1.0016008225e+00;9.9988423249e-01;1.0021695507e+00
7.5497472000e+00;1.0000118963e+00;9.9986798393e-01;1.0002326749e+00;9.9986711902e-01;1.0001205093e+00;1.0000148768e+00;1.0002066118e+00;1.0001354599e+00;1.0023642802e+00;9.9974526015e-01;1.0050417702e+00;9.9982792164e-01;9.9980738916e-01;9.9811469522e-01;9.9988255012e-01;1.0012787968e+00;1.0000335839e+00;1.0016138594e+00
8.3886080000e+00;1.0000190573e+00;9.9913277362e-01;1.0007815696e+00;9.9979197906e-01;1.0001177983e+00;9.9997190967e-01;9.9959689565e-01;1.0000153224e+00;1.0016485398e+00;9.9975660758e-01;1.0039712557e+00;9.9958747688e-01;9.9983215774e-01;9.9592943546e-01;9.9981951640e-01;1.0009951516e+00;1.0000304888e+00;1.0012397948e+00
9.2274688000e+00;1.0000430527e+00;9.9856454671e-01;1.0010953026e+00;9.9967852720e-01;1.0000771269e+00;9.9991244770e-01;9.9983952190e-01;9.9993360144e-01;1.0007201021e+00;9.9971555809e-01;1.0025427590e+00;9.9903706884e-01;9.9977179243e-01;9.9194061549e-01;9.9965145863e-01;1.0007260836e+00;1.0000393519e+00;1.0008569411e+00
1.0066329600e+01;9.9998316890e-01;9.9808806716e-01;1.0010612181e+00;9.9971582697e-01;9.9998853170e-01;9.9987098864e-01;9.9978448680e-01;9.9986783281e-01;1.0001151629e+00;9.9965219984e-01;1.0012887197e+00;9.9867790531e-01;9.9965997797e-01;9.8976664892e-01;9.9945092669e-01;1.0004114416e+00;9.9993693096e-01;1.0002942777e+00
1.0905190400e+01;9.9995898380e-01;9.9750054461e-01;1.0007846135e+00;9.9980738419e-01;9.9999545938e-01;9.9985974430e-01;9.9945198576e-01;9.9979328872e-01;9.9949033171e-01;9.9962465744e-01;9.9968445221e-01;9.9798333924e-01;9.9964321544e-01;9.8830439874e-01;9.9932432213e-01;1.0000507078e+00;9.9996561121e-01;9.9982220995e-01
1.1744051200e+01;9.9999660824e-01;9.9702298596e-01;1.0001682840e+00;9.9979462526e-01;9.9986391609e-01;9.9986546500e-01;9.9934976837e-01;9.9974139367e-01;9.9878976842e-01;9.9965561578e-01;9.9807227791e-01;9.9711085452e-01;9.9959580454e-01;9.8760297420e-01;9.9918323969e-01;9.9968421403e-01;1.0000239160e+00;9.9927622093e-01
1.2582912000e+01;1.0000215325e+00;9.9682157083e-01;9.9957825609e-01;9.9981669862e-01;9.9982654944e-01;9.9986553151e-01;9.9910536892e-01;9.9969616184e-01;9.9800749406e-01;9.9977503778e-01;9.9640748316e-01;9.9651797064e-01;9.9942468842e-01;9.8709499268e-01;9.9911501945e-01;9.9914792980e-01;1.0000168695e+00;9.9849740459e-01
1.3421772800e+01;1.0000065727e+00;9.9685924715e-01;9.9901484115e-01;9.9984039673e-01;9.9986570804e-01;9.9989889283e-01;9.9923500160e-01;9.9966384718e-01;9.9650818286e-01;9.9990967791e-01;9.9479739827e-01;9.9571600894e-01;9.9933009398e-01;9.8681578503e-01;9.9893236637e-01;9.9875027472e-01;1.0000188336e+00;9.9770047550e-01
1.5099494400e+01;9.9995542409e-01;9.9682073669e-01;9.9879386690e-01;1.0002193389e+00;9.9966742804e-01;1.0000076817e+00;9.9902163609e-01;9.9958986109e-01;9.9396412082e-01;1.0000469766e+00;9.9183831211e-01;9.9515087572e-01;9.9933379122e-01;9.8816662014e-01;9.9891632203e-01;9.9787863403e-01;9.9998455379e-01;9.9686114501e-01
1.6777216000e+01;9.9999520122e-01;9.9738945737e-01;9.9952828699e-01;1.0001424753e+00;9.9952535471e-01;9.9999533839e-01;9.9854987419e-01;9.9951528166e-01;9.9239587259e-01;9.9991883291e-01;9.8838507462e-01;9.9504227015e-01;9.9917843591e-01;9.9122863313e-01;9.9883276534e-01;9.9696119806e-01;9.9998949264e-01;9.9556436866e-01
1.8454937600e+01;1.0000039356e+00;9.9796329999e-01;1.0004490431e+00;9.9998232405e-01;9.9954449451e-01;1.0000011496e+00;9.9850274924e-01;9.9948811952e-01;9.9116473463e-01;9.9986519410e-01;9.8553002156e-01;9.9449571769e-01;9.9901749193e-01;9.9619224484e-01;9.9865702597e-01;9.9616494215e-01;9.9997245045e-01;9.9498003803e-01
2.0132659200e+01;9.9997612306e-01;9.9875744619e-01;1.0005917150e+00;9.9988700185e-01;9.9950464229e-01;1.0000065845e+00;9.9730881147e-01;9.9952925983e-01;9.8951889203e-01;9.9898578413e-01;9.8336355374e-01;9.9426571565e-01;9.9919367457e-01;1.0000160286e+00;9.9886545838e-01;9.9513260326e-01;1.0000009775e+00;9.9383090137e-01
2.1810380800e+01;9.9998899653e-01;9.9935946271e-01;9.9967794913e-01;9.9938858951e-01;9.9946587937e-01;1.0000906957e+00;9.9612523012e-01;9.9952825135e-01;9.8678398669e-01;9.9890548562e-01;9.7984351468e-01;9.9622016382e-01;9.9855657458e-01;1.0024604416e+00;9.9914082032e-01;9.9375412422e-01;1.0000030429e+00;9.9302084294e-01
2.3488102400e+01;9.9991204501e-01;9.9995544325e-01;9.9883532922e-01;9.9892479512e-01;9.9938704613e-01;1.0001504657e+00;9.9566958977e-01;9.9952306755e-01;9.8380172396e-01;1.0000653127e+00;9.7670869535e-01;9.9899942766e-01;9.9751302357e-01;1.0077224901e+00;1.0007554556e+00;9.9244082975e-01;1.0000149693e+00;9.9104601840e-01
2.5165824000e+01;9.9996614919e-01;1.0001532068e+00;9.9909414873e-01;9.9692238365e-01;9.9924743502e-01;1.0000499163e+00;9.9436867355e-01;9.9954803016e-01;9.7892198255e-01;9.9862085884e-01;9.7351557535e-01;1.0021442287e+00;9.9865773668e-01;1.0093813009e+00;1.0019818847e+00;9.9180312074e-01;1.0000073945e+00;9.8943156838e-01
2.6843545600e+01;9.9999762828e-01;1.0006588228e+00;9.9984956035e-01;9.9499848945e-01;9.9934836067e-01;9.9998084585e-01;9.9540323763e-01;9.9965574607e-01;9.7403888149e-01;9.9963741888e-01;9.7599679278e-01;1.0041390957e+00;9.9971237607e-01;1.0116899993e+00;1.0005503770e+00;9.9169691544e-01;1.0000093712e+00;9.8668187749e-01
