;04_DBD_3_1_1_1;04_DBD_3_2_1_1;04_DBD_3_3_1_1;04_DBD_3_4_1_1;04_DBD_3_5_1_1;04_DBD_3_6_1_1;04_DBD_3_7_1_1;04_DBD_3_8_1_1;04_DBD_3_9_1_1;04_DBD_3_10_1_1;04_DBD_3_11_1_1;04_DBD_3_12_1_1;04_DBD_3_13_1_1;04_DBD_3_14_1_1;04_DBD_3_15_1_1;04_DBD_3_16_1_1;04_DBD_3_17_1_1;04_DBD_3_18_1_1;04_DBD_3_19_1_1;04_DBD_3_20_1_1
1.1796480000e-01;1.0000644570e+00;9.9994730135e-01;1.0000415979e+00;9.9999023904e-01;9.9999417997e-01;9.9999890223e-01;9.9995181974e-01;9.9996964132e-01;1.0000291734e+00;1.0000873902e+00;1.0000376417e+00;1.0000831381e+00;9.9998672320e-01;1.0000607188e+00;1.0001087288e+00;1.0000702874e+00;1.0001128783e+00;9.9997262479e-01;9.9999729203e-01;1.0000358681e+00
1.3107200000e-01;1.0000875109e+00;1.0000175837e+00;1.0000283787e+00;1.0000765553e+00;9.9992654025e-01;1.0000438046e+00;9.9998544710e-01;9.9997839252e-01;1.0000574415e+00;1.0000221370e+00;1.0000221857e+00;1.0000822246e+00;9.9996471435e-01;1.0000495259e+00;1.0000375438e+00;1.0000408439e+00;1.0000154813e+00;9.9998917229e-01;1.0000835910e+00;9.9994480549e-01
1.4417920000e-01;1.0001215583e+00;9.9998627876e-01;1.0000857007e+00;9.9997136439e-01;1.0000057895e+00;9.9998625289e-01;1.0000400088e+00;1.0000042701e+00;1.0001328176e+00;1.0000809696e+00;9.9995805831e-01;1.0000616348e+00;1.0001219157e+00;1.0000422030e+00;1.0000509444e+00;9.9998921629e-01;1.0000663579e+00;9.9998902361e-01;1.0001539578e+00;9.9992914169e-01
1.5728640000e-01;1.0000733145e+00;9.9996765470e-01;1.0000477374e+00;1.0000353697e+00;1.0000264852e+00;1.0000328348e+00;1.0000563526e+00;9.9997159793e-01;1.0000550923e+00;1.0000341389e+00;9.9998044036e-01;1.0000453817e+00;1.0000538988e+00;9.9995649369e-01;1.0000408298e+00;1.0000196883e+00;1.0000284662e+00;1.0000211436e+00;1.0001464951e+00;9.9994019786e-01
1.7039360000e-01;1.0000264084e+00;1.0000295462e+00;9.9996956070e-01;1.0000010048e+00;9.9994748707e-01;1.0001067591e+00;9.9999635895e-01;1.0000223874e+00;1.0000429907e+00;9.9996533776e-01;9.9996045272e-01;1.0000304255e+00;1.0000100829e+00;9.9994399784e-01;9.9995126236e-01;1.0000174180e+00;1.0000159749e+00;9.9997183078e-01;9.9997366718e-01;1.0000013367e+00
1.8350080000e-01;1.0000125950e+00;1.0000395504e+00;9.9995412594e-01;9.9994232259e-01;9.9997529792e-01;1.0000741147e+00;9.9998393413e-01;1.0000388910e+00;1.0000936998e+00;9.9995788868e-01;9.9988840080e-01;9.9993077004e-01;9.9999182026e-01;9.9996203646e-01;1.0000308461e+00;1.0000509360e+00;1.0000632707e+00;9.9992695556e-01;1.0000841943e+00;1.0000353641e+00
1.9660800000e-01;9.9999708835e-01;9.9998662838e-01;1.0000311955e+00;9.9993926293e-01;9.9999666006e-01;9.9999143403e-01;1.0000642251e+00;1.0001179160e+00;1.0000426516e+00;9.9999795676e-01;9.9988401462e-01;9.9998278951e-01;1.0000250529e+00;9.9991988458e-01;1.0000549945e+00;1.0000810425e+00;1.0000403201e+00;9.9987130335e-01;1.0000970808e+00;9.9997460265e-01
2.0971520000e-01;1.0000007379e+00;1.0000045959e+00;9.9995539535e-01;9.9996822825e-01;9.9997694614e-01;1.0000227668e+00;1.0000211105e+00;1.0000042644e+00;1.0000819707e+00;1.0000669735e+00;9.9999726295e-01;1.0000649773e+00;9.9998097612e-01;9.9998499223e-01;1.0000883300e+00;1.0000710919e+00;1.0000031465e+00;1.0000008057e+00;1.0000714770e+00;9.9999986920e-01
2.3592960000e-01;1.0000348053e+00;1.0000168807e+00;9.9999633951e-01;9.9993720438e-01;1.0000511871e+00;1.0000018435e+00;9.9998736036e-01;1.0000016642e+00;1.0000237226e+00;9.9996181618e-01;1.0000455159e+00;1.0000431842e+00;1.0000286451e+00;1.0000141582e+00;9.9999505464e-01;1.0000215818e+00;1.0000055479e+00;9.9998604596e-01;1.0000271747e+00;1.0000280115e+00
2.6214400000e-01;1.0000115956e+00;9.9993407648e-01;9.9999134147e-01;1.0000076075e+00;1.0000241697e+00;9.9997323493e-01;1.0000340601e+00;9.9999026810e-01;1.0000690422e+00;9.9993207283e-01;1.0000086236e+00;1.0000427524e+00;1.0000211028e+00;1.0000596686e+00;1.0000684326e+00;1.0000241058e+00;9.9997704403e-01;9.9998253693e-01;9.9999746995e-01;1.0000446090e+00
2.8835840000e-01;9.9998406489e-01;1.0000488395e+00;9.9998967634e-01;1.0000518198e+00;1.0000014878e+00;9.9994575459e-01;9.9998521999e-01;1.0000527265e+00;1.0000031305e+00;1.0000587116e+00;1.0000227100e+00;9.9999937598e-01;1.0000024522e+00;1.0000183924e+00;1.0000155563e+00;9.9998419453e-01;1.0000187520e+00;9.9989061585e-01;1.0000009061e+00;1.0000179706e+00
3.1457280000e-01;1.0000535330e+00;1.0000002540e+00;9.9994726236e-01;1.0000053984e+00;1.0000259641e+00;1.0000505570e+00;9.9995704833e-01;1.0000367530e+00;1.0000187164e+00;1.0000729738e+00;1.0000181258e+00;1.0000003240e+00;1.0000347647e+00;9.9998898668e-01;1.0000341411e+00;9.9999526753e-01;9.9993572328e-01;9.9998663357e-01;1.0000454608e+00;9.9998311217e-01
3.4078720000e-01;1.0000476465e+00;9.9999613348e-01;1.0000068335e+00;9.9993389341e-01;1.0000125995e+00;1.0000345361e+00;1.0000069496e+00;9.9996110061e-01;1.0000905286e+00;1.0000448525e+00;9.9999161499e-01;9.9995391959e-01;1.0000231616e+00;1.0000005613e+00;1.0000084738e+00;9.9996735400e-01;1.0000334241e+00;9.9999750903e-01;9.9998133005e-01;1.0000122794e+00
3.6700160000e-01;9.9999075838e-01;1.0000124819e+00;9.9990996558e-01;1.0000192669e+00;1.0000697996e+00;1.0000387396e+00;9.9998610143e-01;1.0000393396e+00;1.0000226298e+00;1.0000360227e+00;1.0000000426e+00;9.9999338330e-01;1.0000074568e+00;1.0000398894e+00;1.0000002692e+00;1.0000200125e+00;1.0000216922e+00;1.0000162876e+00;1.0000045539e+00;9.9997379666e-01
3.9321600000e-01;9.9999570201e-01;1.0000193892e+00;9.9994657734e-01;1.0000171609e+00;9.9997469178e-01;1.0000032477e+00;1.0000492099e+00;1.0000136457e+00;1.0000255748e+00;1.0000068679e+00;9.9999140996e-01;9.9996993540e-01;1.0000482197e+00;9.9993935194e-01;1.0000399562e+00;1.0000481318e+00;1.0000229405e+00;1.0000815352e+00;9.9999475516e-01;1.0000043796e+00
4.1943040000e-01;9.9994705264e-01;9.9995556631e-01;9.9992515705e-01;1.0000229937e+00;1.0000044826e+00;9.9998645846e-01;1.0000502162e+00;1.0000177853e+00;9.9999806594e-01;9.9997451354e-01;9.9992455946e-01;1.0000198119e+00;9.9992317142e-01;9.9997745590e-01;1.0000810554e+00;1.0000074888e+00;1.0000021700e+00;1.0000038166e+00;1.0000104352e+00;9.9999477829e-01
4.7185920000e-01;1.0000112332e+00;1.0000292155e+00;1.0000428928e+00;9.9997399681e-01;9.9996932989e-01;1.0000515112e+00;1.0000013920e+00;9.9998579812e-01;9.9999614895e-01;9.9995974318e-01;1.0000185597e+00;1.0000018312e+00;9.9994037513e-01;1.0000604474e+00;1.0000018507e+00;9.9995503068e-01;1.0000255550e+00;9.9998425166e-01;1.0000302881e+00;9.9995823735e-01
5.2428800000e-01;1.0000113916e+00;1.0000331049e+00;1.0000079560e+00;9.9996938938e-01;9.9998297035e-01;1.0000427321e+00;9.9998726226e-01;1.0000626566e+00;1.0000261281e+00;9.9995471214e-01;9.9996321773e-01;9.9998291973e-01;9.9997719015e-01;1.0000300684e+00;9.9998668305e-01;9.9994999150e-01;1.0000289839e+00;1.0000171767e+00;9.9999600760e-01;9.9991140070e-01
5.7671680000e-01;9.9996436322e-01;9.9996257743e-01;1.0000040744e+00;9.9999584590e-01;1.0000141235e+00;9.9998550784e-01;1.0000099361e+00;9.9996055918e-01;9.9999915436e-01;9.9996535848e-01;1.0000518431e+00;9.9995673204e-01;9.9998265047e-01;1.0000069609e+00;9.9995451107e-01;9.9996488847e-01;1.0000206982e+00;1.0000044743e+00;9.9999820425e-01;9.9997432293e-01
6.2914560000e-01;9.9996236348e-01;9.9995153973e-01;1.0000215781e+00;9.9998823323e-01;1.0000353936e+00;9.9997200150e-01;9.9998487954e-01;1.0000493561e+00;1.0000013439e+00;9.9996106967e-01;1.0000259971e+00;1.0000157140e+00;9.9999896965e-01;1.0000031483e+00;9.9997967461e-01;9.9997895938e-01;1.0000090428e+00;1.0000028414e+00;1.0000602881e+00;1.0000183710e+00
6.8157440000e-01;1.0000492434e+00;1.0000196027e+00;1.0000264597e+00;1.0000116535e+00;1.0000238294e+00;9.9995918125e-01;1.0000292535e+00;9.9997930595e-01;1.0000004279e+00;9.9992092668e-01;1.0000000011e+00;1.0000118159e+00;9.9997636659e-01;9.9997421345e-01;9.9999083553e-01;9.9994354878e-01;1.0000084623e+00;1.0000012101e+00;1.0000138066e+00;9.9993943364e-01
7.3400320000e-01;1.0000084471e+00;1.0000198089e+00;1.0000053868e+00;9.9996448699e-01;1.0000018155e+00;1.0000152256e+00;1.0000440711e+00;9.9997692848e-01;1.0000066496e+00;1.0000311146e+00;9.9995853676e-01;9.9995756759e-01;9.9998815887e-01;1.0000661009e+00;9.9998682364e-01;1.0000513617e+00;1.0000245691e+00;9.9997971529e-01;1.0000378822e+00;9.9995369451e-01
7.8643200000e-01;1.0000549311e+00;1.0000105694e+00;9.9998417567e-01;1.0000246933e+00;9.9994784178e-01;9.9996872585e-01;9.9996534213e-01;9.9998803809e-01;9.9996698582e-01;1.0000090538e+00;9.9997383595e-01;9.9993199871e-01;9.9996005920e-01;1.0000179847e+00;9.9998180283e-01;1.0000572088e+00;9.9998864950e-01;9.9999714022e-01;9.9999733164e-01;9.9996145098e-01
8.3886080000e-01;1.0000649692e+00;1.0000101075e+00;9.9998996890e-01;1.0000076069e+00;9.9998068985e-01;9.9999876569e-01;9.9993340942e-01;1.0000008325e+00;9.9997196122e-01;1.0000065900e+00;9.9998229433e-01;9.9998775104e-01;1.0000010110e+00;1.0000705235e+00;1.0000232484e+00;1.0000092749e+00;9.9997632525e-01;9.9997096905e-01;1.0000070367e+00;1.0000041255e+00
9.4371840000e-01;1.0000404324e+00;1.0000542835e+00;9.9999635563e-01;9.9998878745e-01;1.0000712262e+00;1.0000368888e+00;9.9996142785e-01;9.9999139105e-01;9.9998367276e-01;1.0000361936e+00;1.0000511776e+00;9.9996113229e-01;9.9998590970e-01;1.0000123569e+00;1.0000015198e+00;9.9998432413e-01;9.9996859988e-01;1.0000660091e+00;1.0000025375e+00;9.9999587048e-01
1.0485760000e+00;1.0000094344e+00;1.0000440771e+00;1.0000068748e+00;9.9993366924e-01;9.9999915621e-01;9.9999759504e-01;1.0000077099e+00;1.0000137493e+00;9.9999388765e-01;9.9998387589e-01;9.9998925900e-01;9.9997878450e-01;1.0000345694e+00;1.0000182229e+00;1.0000200811e+00;1.0000281854e+00;1.0000243245e+00;1.0000005111e+00;9.9997436753e-01;9.9996173009e-01
1.1534336000e+00;9.9998547964e-01;1.0000050075e+00;9.9998504780e-01;9.9996776696e-01;9.9996084944e-01;9.9995246545e-01;9.9993716373e-01;1.0000009243e+00;1.0000019243e+00;1.0000021186e+00;1.0000145867e+00;9.9998551607e-01;1.0000035023e+00;9.9995916358e-01;1.0000559606e+00;1.0000264214e+00;1.0000005964e+00;1.0000273696e+00;1.0000007305e+00;9.9998321330e-01
1.2582912000e+00;1.0000316101e+00;9.9997398819e-01;1.0000193070e+00;1.0000247412e+00;1.0000137202e+00;9.9998653899e-01;1.0000005452e+00;1.0000020598e+00;9.9998328069e-01;1.0000296140e+00;1.0000125428e+00;9.9996013835e-01;1.0000015803e+00;1.0000030901e+00;1.0000208673e+00;1.0000012839e+00;9.9998356769e-01;9.9998068508e-01;1.0000154014e+00;9.9998490202e-01
1.3631488000e+00;9.9998979382e-01;1.0000258814e+00;9.9994898183e-01;9.9994013387e-01;9.9998054401e-01;1.0000101145e+00;9.9993830070e-01;9.9997481141e-01;9.9999426564e-01;1.0000266976e+00;9.9998848192e-01;9.9998762039e-01;1.0000271438e+00;9.9999237248e-01;9.9999285189e-01;9.9999008446e-01;1.0000285649e+00;1.0000208023e+00;1.0000031606e+00;1.0000008551e+00
1.4680064000e+00;9.9996345812e-01;1.0000298150e+00;1.0000121745e+00;1.0000133738e+00;9.9996176423e-01;1.0000011827e+00;1.0000021287e+00;9.9997193596e-01;9.9998316715e-01;9.9999664656e-01;1.0000268964e+00;1.0000152663e+00;1.0000290314e+00;1.0000013636e+00;1.0000514571e+00;9.9999080096e-01;1.0000076450e+00;9.9998962823e-01;9.9998176410e-01;9.9997986442e-01
1.5728640000e+00;9.9998462517e-01;9.9999500079e-01;9.9995523118e-01;1.0000194631e+00;9.9998740470e-01;9.9996680447e-01;9.9996565487e-01;1.0000095278e+00;9.9997659125e-01;9.9997371815e-01;1.0000573652e+00;9.9999328030e-01;9.9999794464e-01;1.0000213500e+00;1.0000116730e+00;9.9993586928e-01;1.0000341830e+00;1.0000025679e+00;9.9999556755e-01;9.9995791404e-01
1.6777216000e+00;1.0000009844e+00;1.0000117926e+00;1.0000191700e+00;1.0000239833e+00;1.0000379738e+00;9.9999746506e-01;1.0000325061e+00;1.0000444864e+00;9.9996377532e-01;1.0000268692e+00;9.9998841318e-01;1.0000021209e+00;9.9999248954e-01;9.9998589366e-01;9.9999661678e-01;9.9997527094e-01;9.9999364322e-01;1.0000270458e+00;1.0000303466e+00;1.0000045597e+00
1.8874368000e+00;9.9998754758e-01;9.9997808726e-01;9.9997372563e-01;1.0000394496e+00;9.9999471690e-01;9.9998797350e-01;9.9999108523e-01;9.9998857754e-01;9.9997394202e-01;9.9996976850e-01;9.9996892761e-01;1.0000143126e+00;1.0000019647e+00;9.9999722192e-01;1.0000210380e+00;1.0000105531e+00;1.0000187945e+00;1.0000039698e+00;1.0000241323e+00;1.0000079068e+00
2.0971520000e+00;1.0000275869e+00;9.9999296586e-01;1.0000183497e+00;1.0000257107e+00;1.0000029557e+00;9.9997956830e-01;1.0000026872e+00;9.9999533509e-01;9.9999486209e-01;1.0000149952e+00;1.0000049882e+00;1.0000161143e+00;9.9998918550e-01;9.9999656163e-01;1.0000297798e+00;1.0000410056e+00;1.0000291559e+00;9.9999940454e-01;9.9999748396e-01;9.9999623651e-01
2.3068672000e+00;1.0000207969e+00;1.0000006931e+00;1.0000169925e+00;1.0000081078e+00;1.0000094526e+00;9.9998647349e-01;1.0000309992e+00;9.9999035892e-01;1.0000065098e+00;1.0000022909e+00;1.0000201256e+00;9.9999649664e-01;1.0000087330e+00;9.9998860123e-01;9.9996352841e-01;9.9999551026e-01;1.0000325407e+00;9.9998316688e-01;9.9998488052e-01;1.0000330171e+00
2.5165824000e+00;1.0000207555e+00;1.0000322660e+00;1.0000095699e+00;9.9997845519e-01;9.9996955673e-01;9.9999403551e-01;1.0000006802e+00;9.9999272638e-01;9.9998965370e-01;1.0000249563e+00;1.0000046282e+00;9.9997745472e-01;9.9998106468e-01;1.0000315476e+00;9.9997239061e-01;9.9999912185e-01;1.0000116906e+00;1.0000066552e+00;1.0000083961e+00;1.0000299736e+00
2.7262976000e+00;1.0000123481e+00;9.9997352534e-01;1.0000045658e+00;9.9997821194e-01;1.0000286290e+00;1.0000267536e+00;1.0000353418e+00;1.0000205972e+00;9.9999496821e-01;1.0000037312e+00;1.0000100260e+00;9.9998572508e-01;9.9998938873e-01;1.0000103171e+00;9.9999667810e-01;1.0000130321e+00;1.0000209538e+00;9.9999287935e-01;9.9998225974e-01;1.0000141052e+00
2.9360128000e+00;1.0000302113e+00;1.0000046272e+00;9.9998391432e-01;9.9996240277e-01;1.0000462726e+00;9.9998860681e-01;1.0000130241e+00;9.9998554182e-01;1.0000397821e+00;9.9999436910e-01;1.0000140413e+00;9.9999875703e-01;1.0000134531e+00;1.0000080338e+00;9.9999480711e-01;1.0000387049e+00;9.9997266203e-01;9.9997972955e-01;9.9995931060e-01;1.0000072003e+00
3.1457280000e+00;1.0000153683e+00;9.9999234535e-01;9.9999730759e-01;9.9997015454e-01;1.0000146845e+00;1.0000142963e+00;1.0000151119e+00;9.9996094478e-01;9.9997561208e-01;9.9999027773e-01;9.9999061850e-01;9.9999837160e-01;9.9996937887e-01;1.0000139891e+00;1.0000049831e+00;9.9998831352e-01;9.9998496068e-01;1.0000153790e+00;9.9997087246e-01;9.9997478719e-01
3.3554432000e+00;9.9999953296e-01;9.9997797030e-01;1.0000058358e+00;1.0000090782e+00;9.9999499555e-01;9.9998671520e-01;1.0000080060e+00;1.0000193499e+00;9.9997267944e-01;9.9999691319e-01;9.9998617319e-01;9.9997790395e-01;1.0000073111e+00;1.0000257955e+00;1.0000272699e+00;9.9995834630e-01;9.9999843336e-01;9.9997803258e-01;9.9999336287e-01;9.9996179681e-01
3.7748736000e+00;1.0000266542e+00;1.0000070952e+00;9.9999874005e-01;1.0000219429e+00;9.9999544792e-01;1.0000075040e+00;1.0000166452e+00;1.0000222441e+00;9.9998819675e-01;9.9996832970e-01;9.9999684908e-01;9.9999510350e-01;1.0000019100e+00;1.0000007988e+00;1.0000054094e+00;9.9998130693e-01;1.0000088233e+00;9.9998905613e-01;9.9999189870e-01;9.9997809599e-01
4.1943040000e+00;9.9998401148e-01;9.9998251113e-01;1.0000274527e+00;1.0000113503e+00;9.9998625249e-01;1.0000182642e+00;9.9997368430e-01;9.9999793192e-01;1.0000029340e+00;9.9998992023e-01;9.9998764671e-01;1.0000187986e+00;9.9998684338e-01;1.0000251522e+00;1.0000142949e+00;9.9998377018e-01;1.0000224463e+00;9.9999591579e-01;9.9999938182e-01;1.0000249403e+00
4.6137344000e+00;9.9998939580e-01;9.9998606513e-01;9.9999613180e-01;9.9998143603e-01;9.9999790166e-01;1.0000061958e+00;9.9999964137e-01;9.9999819809e-01;1.0000359727e+00;1.0000028929e+00;9.9997465729e-01;9.9999073503e-01;9.9997541504e-01;9.9998470516e-01;9.9997780691e-01;9.9997266886e-01;1.0000065552e+00;9.9999176583e-01;9.9999050445e-01;1.0000374911e+00
5.0331648000e+00;9.9998133741e-01;9.9998670520e-01;1.0000042272e+00;9.9998391115e-01;9.9999933137e-01;9.9999607639e-01;9.9997893452e-01;9.9998745685e-01;1.0000161503e+00;9.9999104671e-01;9.9999235031e-01;1.0000121157e+00;9.9999634477e-01;1.0000100228e+00;1.0000081489e+00;1.0000084192e+00;1.0000072260e+00;1.0000045296e+00;9.9999106688e-01;9.9999141595e-01
5.4525952000e+00;9.9999354831e-01;1.0000044773e+00;9.9999084048e-01;9.9998765956e-01;9.9999746916e-01;9.9998312566e-01;1.0000462128e+00;1.0000027928e+00;9.9999160164e-01;9.9999813112e-01;1.0000143891e+00;1.0000052318e+00;9.9999045426e-01;9.9999889696e-01;1.0000172754e+00;9.9999251201e-01;9.9999853637e-01;9.9998507178e-01;1.0000167267e+00;9.9997436992e-01
5.8720256000e+00;1.0000239255e+00;9.9998917441e-01;1.0000084723e+00;1.0000175396e+00;1.0000154464e+00;9.9997435289e-01;1.0000255836e+00;9.9999463613e-01;9.9997349593e-01;9.9996753547e-01;9.9999323592e-01;1.0000359656e+00;9.9998708009e-01;1.0000193030e+00;1.0000039495e+00;9.9999519275e-01;9.9999028745e-01;1.0000055283e+00;1.0000074804e+00;1.0000018608e+00
6.2914560000e+00;1.0000132356e+00;9.9998653465e-01;1.0000092594e+00;1.0000129898e+00;1.0000142304e+00;9.9996602681e-01;9.9999606703e-01;1.0000003317e+00;9.9994861720e-01;9.9999620842e-01;9.9999336312e-01;1.0000003986e+00;9.9998488138e-01;9.9999411161e-01;9.9999736327e-01;9.9998027620e-01;9.9999151004e-01;1.0000098501e+00;1.0000177294e+00;9.9997258996e-01
6.7108864000e+00;9.9999292848e-01;1.0000110167e+00;1.0000211288e+00;9.9998677580e-01;9.9999347857e-01;9.9997887491e-01;9.9995809813e-01;9.9998850184e-01;9.9998059564e-01;9.9999388727e-01;9.9996375893e-01;9.9998905547e-01;1.0000075712e+00;1.0000073893e+00;9.9997465552e-01;9.9998858095e-01;1.0000061458e+00;9.9997995349e-01;1.0000287975e+00;1.0000336266e+00
7.5497472000e+00;1.0000062345e+00;9.9999350572e-01;1.0000112657e+00;1.0000190440e+00;9.9999132905e-01;1.0000102298e+00;1.0000067917e+00;9.9999559334e-01;1.0000169716e+00;9.9998705098e-01;9.9997977991e-01;9.9999610937e-01;9.9999950910e-01;9.9998023888e-01;1.0000149121e+00;1.0000002009e+00;9.9997622658e-01;1.0000068967e+00;1.0000084270e+00;1.0000013970e+00
8.3886080000e+00;9.9999676869e-01;1.0000120524e+00;9.9998383193e-01;9.9998899069e-01;9.9999892282e-01;1.0000137379e+00;1.0000061096e+00;9.9999328379e-01;1.0000108850e+00;9.9999120286e-01;9.9999797174e-01;9.9998240523e-01;9.9999610528e-01;1.0000012046e+00;1.0000078101e+00;9.9999875831e-01;1.0000002476e+00;1.0000001580e+00;1.0000063790e+00;9.9999203202e-01
9.2274688000e+00;9.9998245937e-01;1.0000189300e+00;1.0000169619e+00;1.0000004930e+00;1.0000030708e+00;9.9999018357e-01;1.0000043476e+00;1.0000155148e+00;1.0000131439e+00;9.9999848939e-01;9.9998236953e-01;9.9999287785e-01;1.0000090477e+00;9.9998823442e-01;9.9999260516e-01;9.9999910156e-01;9.9999089828e-01;1.0000022188e+00;9.9998201311e-01;1.0000104469e+00
1.0066329600e+01;9.9998794667e-01;1.0000101559e+00;9.9998826262e-01;1.0000112498e+00;1.0000025574e+00;9.9999125717e-01;9.9998882475e-01;1.0000071884e+00;1.0000230088e+00;1.0000100257e+00;9.9999666134e-01;1.0000042919e+00;9.9999928965e-01;9.9999241959e-01;9.9997210442e-01;1.0000049420e+00;9.9999258939e-01;1.0000009251e+00;9.9996399085e-01;9.9999082385e-01
1.0905190400e+01;1.0000004607e+00;1.0000211941e+00;9.9998730980e-01;9.9999436783e-01;9.9999159873e-01;9.9999031925e-01;9.9999641391e-01;9.9998764650e-01;9.9996492018e-01;1.0000141990e+00;1.0000110663e+00;1.0000091327e+00;1.0000225836e+00;1.0000335162e+00;9.9997430540e-01;1.0000083487e+00;1.0000012980e+00;1.0000018970e+00;9.9999871269e-01;9.9998935213e-01
1.1744051200e+01;9.9999472453e-01;9.9999702135e-01;1.0000133420e+00;1.0000023935e+00;1.0000191572e+00;9.9999881689e-01;1.0000129569e+00;9.9999528071e-01;9.9998433891e-01;1.0000128851e+00;1.0000216957e+00;1.0000030067e+00;1.0000035414e+00;1.0000039318e+00;9.9997966658e-01;1.0000111214e+00;9.9998491749e-01;9.9999744436e-01;9.9998680130e-01;1.0000181371e+00
1.2582912000e+01;9.9999736690e-01;9.9998707341e-01;9.9998818446e-01;9.9997567391e-01;9.9998753662e-01;1.0000418345e+00;9.9995365169e-01;9.9999626511e-01;1.0000347487e+00;1.0000097251e+00;9.9999417385e-01;9.9999791820e-01;9.9999336435e-01;9.9998728866e-01;9.9998831339e-01;1.0000090638e+00;1.0000007042e+00;9.9999990486e-01;1.0000140954e+00;9.9998115273e-01
1.3421772800e+01;1.0000390806e+00;9.9997774265e-01;1.0000006026e+00;9.9999625077e-01;1.0000009254e+00;9.9999907816e-01;1.0000200683e+00;9.9999306936e-01;9.9999071047e-01;1.0000032224e+00;1.0000146089e+00;9.9997801987e-01;1.0000137759e+00;9.9999244455e-01;1.0000021392e+00;1.0000002893e+00;9.9998025525e-01;9.9998134200e-01;1.0000093518e+00;1.0000080122e+00
1.5099494400e+01;1.0000171131e+00;9.9999002420e-01;1.0000079599e+00;9.9999956127e-01;9.9998974079e-01;1.0000014653e+00;9.9998781036e-01;1.0000000994e+00;9.9997686185e-01;1.0000067891e+00;9.9999877515e-01;9.9998596299e-01;9.9999503824e-01;9.9999205693e-01;1.0000040639e+00;9.9998479269e-01;1.0000071613e+00;9.9999352287e-01;9.9998526346e-01;9.9999833314e-01
1.6777216000e+01;9.9997942243e-01;1.0000022067e+00;9.9998035062e-01;1.0000094721e+00;9.9999915614e-01;1.0000009347e+00;9.9999739738e-01;9.9999065486e-01;9.9999181100e-01;9.9998760446e-01;1.0000052513e+00;1.0000195354e+00;9.9999059657e-01;9.9999558395e-01;9.9999323274e-01;1.0000016642e+00;9.9998417254e-01;1.0000024944e+00;9.9997568243e-01;9.9999989927e-01
1.8454937600e+01;9.9999592572e-01;9.9999345699e-01;1.0000066939e+00;1.0000063143e+00;9.9998367505e-01;9.9999145806e-01;9.9999329991e-01;1.0000057266e+00;1.0000191786e+00;9.9999398335e-01;1.0000003388e+00;9.9998994027e-01;9.9999700600e-01;9.9997959045e-01;9.9997699640e-01;1.0000019964e+00;9.9998662764e-01;1.0000086435e+00;1.0000125468e+00;1.0000024658e+00
2.0132659200e+01;9.9996778531e-01;1.0000094354e+00;9.9999112099e-01;9.9999030011e-01;9.9999457534e-01;9.9999269712e-01;9.9998279970e-01;9.9999629001e-01;1.0000044060e+00;9.9999729939e-01;9.9999745069e-01;9.9999697926e-01;9.9999833519e-01;9.9997841387e-01;1.0000083443e+00;1.0000205956e+00;9.9999344865e-01;1.0000063624e+00;1.0000079504e+00;9.9999892024e-01
2.1810380800e+01;9.9996948361e-01;9.9998674307e-01;9.9998955583e-01;1.0000090838e+00;9.9997388681e-01;9.9999924481e-01;9.9999567640e-01;9.9997681538e-01;1.0000182450e+00;9.9997830694e-01;9.9999769312e-01;9.9999423949e-01;1.0000016157e+00;9.9998064470e-01;1.0000002079e+00;9.9999368061e-01;9.9996978896e-01;9.9999426316e-01;1.0000074955e+00;9.9999812422e-01
2.3488102400e+01;9.9996224455e-01;9.9999714195e-01;9.9999825530e-01;9.9999427958e-01;9.9998428510e-01;9.9999466792e-01;1.0000095423e+00;1.0000157463e+00;9.9997507429e-01;1.0000226537e+00;1.0000008513e+00;1.0000370319e+00;1.0000126477e+00;9.9996001804e-01;1.0000020102e+00;9.9999542334e-01;9.9999330343e-01;9.9999111546e-01;9.9999218986e-01;1.0000026777e+00
2.5165824000e+01;9.9997230293e-01;1.0000028948e+00;9.9998716550e-01;1.0000050061e+00;1.0000064570e+00;1.0000122588e+00;1.0000185490e+00;9.9999977727e-01;9.9997761035e-01;1.0000349021e+00;9.9999639408e-01;9.9996337348e-01;9.9999958523e-01;9.9998953543e-01;9.9995309773e-01;9.9997616579e-01;1.0000392911e+00;9.9999559648e-01;9.9999509023e-01;9.9999831699e-01
2.6843545600e+01;9.9998494262e-01;1.0000000724e+00;1.0000005705e+00;1.0000032807e+00;9.9998193813e-01;1.0000060753e+00;1.0000133157e+00;9.9997621700e-01;1.0000142473e+00;9.9998017141e-01;1.0000010965e+00;1.0000243302e+00;9.9998908611e-01;9.9998427870e-01;9.9998730458e-01;1.0000045218e+00;9.9997725167e-01;1.0000016193e+00;9.9999387651e-01;1.0000006911e+00
