;03_DM100_2_1_1_1;03_DM100_2_2_1_1;03_DM100_2_3_1_1;03_DM100_2_4_1_1;03_DM100_2_5_1_1;03_DM100_2_6_1_1;03_DM100_2_7_1_1;03_DM100_2_8_1_1;03_DM100_2_9_1_1;03_DM100_2_10_1_1;03_DM100_2_11_1_1;03_DM100_2_12_1_1;03_DM100_2_13_1_1;03_DM100_2_14_1_1;03_DM100_2_15_1_1;03_DM100_2_16_1_1;03_DM100_2_17_1_1;03_DM100_2_18_1_1
9.8304000000e-02;1.0000264477e+00;9.9999052760e-01;9.9991129636e-01;1.0000134213e+00;9.9996740873e-01;1.0000763989e+00;1.0000139746e+00;1.0000073197e+00;1.0000915081e+00;1.0000721212e+00;1.0000501884e+00;1.0000023821e+00;1.0000790749e+00;9.9999602321e-01;1.0000451890e+00;1.0001576225e+00;1.0001700312e+00;1.0000626021e+00
1.0485760000e-01;1.0000189432e+00;9.9997250385e-01;9.9997202252e-01;1.0000261259e+00;1.0000978916e+00;9.9997846798e-01;9.9996198579e-01;1.0000157954e+00;1.0001194541e+00;9.9994860004e-01;1.0000220791e+00;1.0000746534e+00;1.0000839668e+00;1.0000542370e+00;1.0000641436e+00;1.0000569418e+00;9.9999364944e-01;9.9991838531e-01
1.1796480000e-01;9.9998829589e-01;1.0000647011e+00;9.9989782600e-01;1.0000463232e+00;1.0000050294e+00;1.0000494482e+00;1.0000270920e+00;1.0001003800e+00;1.0000255218e+00;9.9999283897e-01;9.9995426157e-01;1.0000030303e+00;1.0001284222e+00;1.0000292999e+00;1.0000027461e+00;1.0000350556e+00;9.9993516719e-01;1.0000582673e+00
1.3107200000e-01;9.9999678063e-01;9.9997926952e-01;9.9989593662e-01;1.0000452327e+00;1.0000645987e+00;1.0000002787e+00;9.9995251200e-01;1.0000607211e+00;9.9991969092e-01;9.9997199938e-01;9.9999280312e-01;1.0000065383e+00;1.0001495839e+00;9.9996668569e-01;9.9994901806e-01;1.0001189424e+00;9.9994681791e-01;1.0001320303e+00
1.4417920000e-01;9.9999157270e-01;1.0000687201e+00;9.9999381591e-01;9.9999556271e-01;1.0000151967e+00;9.9995933009e-01;9.9998412606e-01;9.9997382335e-01;1.0000463162e+00;9.9987250929e-01;9.9997127516e-01;9.9996498674e-01;1.0000719185e+00;9.9998191815e-01;9.9995099849e-01;1.0000563996e+00;9.9998767851e-01;1.0000531935e+00
1.5728640000e-01;1.0000423914e+00;9.9997273997e-01;1.0000162116e+00;1.0000196123e+00;9.9990195320e-01;9.9993224205e-01;1.0000756337e+00;9.9997086023e-01;1.0000327773e+00;1.0000325623e+00;1.0000157816e+00;1.0000352111e+00;1.0000636958e+00;1.0000551410e+00;9.9999183881e-01;1.0000678909e+00;1.0000449661e+00;9.9996209995e-01
1.7039360000e-01;1.0000309838e+00;9.9999527984e-01;9.9996734811e-01;9.9995160293e-01;1.0000032538e+00;1.0000012225e+00;1.0000406139e+00;1.0000173097e+00;9.9997583522e-01;1.0000921495e+00;9.9999100863e-01;1.0000419542e+00;1.0000645688e+00;1.0000433928e+00;9.9992381043e-01;9.9996486381e-01;9.9993526628e-01;1.0000545362e+00
1.8350080000e-01;1.0000757743e+00;1.0000274005e+00;9.9993624017e-01;9.9997347826e-01;1.0000867765e+00;9.9997864877e-01;9.9997315050e-01;9.9994672012e-01;9.9999351419e-01;1.0000600220e+00;1.0000259098e+00;1.0000454203e+00;1.0000845717e+00;1.0000257429e+00;1.0000204001e+00;1.0000232060e+00;9.9993031916e-01;1.0000526869e+00
1.9660800000e-01;1.0000512114e+00;9.9994122515e-01;1.0000039021e+00;9.9995361278e-01;1.0000184232e+00;9.9987077755e-01;9.9999972598e-01;9.9999320279e-01;1.0001119736e+00;1.0000293380e+00;1.0000135102e+00;9.9999558401e-01;1.0000412214e+00;9.9996125286e-01;9.9998749260e-01;1.0000089023e+00;9.9995668795e-01;1.0000633155e+00
2.0971520000e-01;1.0001118269e+00;9.9998084228e-01;1.0000181444e+00;9.9997425250e-01;1.0000084424e+00;9.9996342746e-01;1.0000532130e+00;1.0000201400e+00;1.0001701550e+00;1.0000774506e+00;1.0000314851e+00;9.9998422299e-01;1.0000843036e+00;9.9993018027e-01;1.0000190300e+00;1.0000282894e+00;1.0000271123e+00;9.9999514718e-01
2.3592960000e-01;1.0000189585e+00;9.9988044824e-01;9.9999057228e-01;1.0000246414e+00;9.9996553974e-01;1.0000728346e+00;9.9999253000e-01;9.9998291178e-01;1.0000741912e+00;1.0001590998e+00;9.9996302628e-01;9.9999135161e-01;1.0000487779e+00;1.0000070970e+00;1.0000188822e+00;1.0000419753e+00;9.9997243326e-01;1.0000071564e+00
2.6214400000e-01;1.0000818093e+00;9.9988897368e-01;1.0000676858e+00;1.0000553481e+00;9.9997471946e-01;1.0000029251e+00;9.9996973464e-01;1.0000179182e+00;1.0000598018e+00;1.0000416220e+00;1.0000095157e+00;1.0000300681e+00;1.0000011599e+00;9.9997314940e-01;9.9993796621e-01;1.0000053846e+00;9.9996604740e-01;1.0000336189e+00
2.8835840000e-01;1.0000569319e+00;1.0000073020e+00;1.0000040854e+00;9.9999901867e-01;9.9997975708e-01;9.9995579121e-01;1.0000353470e+00;1.0000186336e+00;9.9995776226e-01;1.0000796204e+00;1.0000717002e+00;9.9999476163e-01;9.9998185886e-01;1.0000127011e+00;9.9994373902e-01;1.0000217930e+00;1.0000097171e+00;9.9999821709e-01
3.1457280000e-01;1.0000604785e+00;9.9998188825e-01;9.9998252834e-01;9.9998487454e-01;1.0000165212e+00;1.0000002212e+00;9.9999722726e-01;1.0000392188e+00;1.0000397292e+00;1.0000456285e+00;9.9990985096e-01;1.0000071838e+00;1.0000291736e+00;1.0000339987e+00;9.9993732342e-01;1.0000351304e+00;9.9998317915e-01;1.0000301463e+00
3.4078720000e-01;1.0000439651e+00;1.0000462857e+00;9.9998431546e-01;9.9992771743e-01;1.0000134630e+00;1.0000328562e+00;1.0000194730e+00;1.0000038317e+00;1.0000240144e+00;1.0000202102e+00;9.9995843592e-01;1.0000059923e+00;9.9999902457e-01;9.9999662850e-01;9.9994612182e-01;1.0000819580e+00;1.0000217456e+00;9.9998670208e-01
3.6700160000e-01;1.0000220592e+00;9.9998362609e-01;1.0000101782e+00;9.9992479004e-01;1.0000215155e+00;1.0000758756e+00;1.0000640999e+00;1.0000525688e+00;1.0000285995e+00;9.9996666334e-01;9.9997882653e-01;1.0001184007e+00;9.9993176769e-01;1.0000059517e+00;9.9995035964e-01;1.0000058656e+00;9.9998872440e-01;1.0000097229e+00
3.9321600000e-01;9.9991759880e-01;9.9998087319e-01;9.9992716731e-01;1.0000743969e+00;1.0000306746e+00;1.0000144865e+00;9.9998669932e-01;1.0000282980e+00;1.0000103489e+00;1.0000030266e+00;9.9990979770e-01;1.0000388102e+00;9.9999536598e-01;1.0000219869e+00;9.9992448844e-01;1.0000563951e+00;9.9997071373e-01;9.9996409657e-01
4.1943040000e-01;1.0000225792e+00;1.0000006976e+00;1.0000207525e+00;1.0000002285e+00;9.9996590911e-01;9.9997217991e-01;1.0000107456e+00;9.9993738933e-01;1.0000350912e+00;9.9988373846e-01;9.9991045533e-01;1.0000400597e+00;9.9990397687e-01;9.9998501397e-01;9.9999296861e-01;1.0000297019e+00;9.9997658350e-01;9.9999196975e-01
4.7185920000e-01;1.0000282701e+00;1.0000071531e+00;9.9995949379e-01;1.0000115533e+00;1.0000009482e+00;9.9999970734e-01;1.0000517829e+00;1.0000332594e+00;1.0000680638e+00;9.9999350182e-01;9.9994063752e-01;9.9996987933e-01;1.0000114938e+00;1.0000111405e+00;9.9999735081e-01;9.9996617604e-01;9.9998565095e-01;1.0000037478e+00
5.2428800000e-01;1.0001011636e+00;1.0000397625e+00;9.9997898159e-01;1.0000119057e+00;1.0000447974e+00;9.9999567346e-01;1.0000124773e+00;1.0000128501e+00;9.9999693183e-01;1.0000601205e+00;9.9995352397e-01;9.9999918468e-01;9.9997612856e-01;1.0000528439e+00;1.0000485421e+00;1.0000336785e+00;9.9999343146e-01;1.0000084581e+00
5.7671680000e-01;1.0000365656e+00;9.9994190712e-01;1.0000155593e+00;1.0000082242e+00;9.9998460408e-01;9.9999711574e-01;1.0000034350e+00;9.9998459629e-01;1.0000194549e+00;1.0000424461e+00;1.0000061485e+00;9.9998723412e-01;9.9999401709e-01;9.9997713041e-01;1.0000118669e+00;1.0000056671e+00;9.9997543647e-01;9.9993618568e-01
6.2914560000e-01;1.0000392698e+00;9.9998341828e-01;9.9999514444e-01;1.0000034738e+00;1.0000110247e+00;9.9997411617e-01;1.0000264623e+00;9.9997402908e-01;1.0000021528e+00;1.0000008326e+00;1.0000125233e+00;9.9995559104e-01;1.0000088987e+00;1.0000283766e+00;1.0000331944e+00;9.9999876553e-01;1.0000552473e+00;9.9997323724e-01
6.8157440000e-01;9.9997526742e-01;1.0000364297e+00;9.9994940056e-01;9.9995544202e-01;1.0000105819e+00;9.9998455045e-01;9.9997614446e-01;9.9998345131e-01;9.9995157120e-01;9.9994584531e-01;1.0000019109e+00;1.0000445530e+00;1.0000056710e+00;1.0000243636e+00;1.0000534886e+00;1.0000418326e+00;9.9997853901e-01;9.9996461097e-01
7.3400320000e-01;1.0000287535e+00;9.9995734333e-01;9.9998530373e-01;9.9999723152e-01;1.0000122000e+00;9.9997415056e-01;9.9997876436e-01;1.0000042478e+00;1.0000703342e+00;1.0000576319e+00;9.9993913128e-01;9.9999924466e-01;9.9998513146e-01;1.0000072825e+00;9.9996341967e-01;1.0000182923e+00;9.9995686730e-01;1.0000172629e+00
7.8643200000e-01;1.0000451384e+00;1.0000305104e+00;9.9997467064e-01;1.0000180707e+00;9.9997784062e-01;1.0000020103e+00;1.0000060252e+00;9.9992526584e-01;1.0000005328e+00;1.0000397462e+00;9.9997848227e-01;9.9997817330e-01;1.0000071043e+00;1.0000371069e+00;9.9997343176e-01;1.0000240122e+00;1.0000068002e+00;1.0000311417e+00
8.3886080000e-01;1.0000645973e+00;1.0000556610e+00;9.9999367215e-01;9.9998538306e-01;1.0000458284e+00;9.9999214886e-01;9.9993500209e-01;9.9997313391e-01;1.0000427501e+00;1.0000254383e+00;9.9997495715e-01;9.9998475035e-01;9.9999823803e-01;1.0000392385e+00;9.9994161351e-01;1.0000089827e+00;9.9996247698e-01;9.9999899139e-01
9.4371840000e-01;9.9996590112e-01;9.9996813634e-01;9.9998617896e-01;9.9999556254e-01;1.0000167427e+00;9.9999549008e-01;9.9998341904e-01;1.0000324640e+00;1.0000645290e+00;9.9999246144e-01;1.0000503255e+00;9.9995968263e-01;9.9997570278e-01;1.0000323920e+00;9.9995392509e-01;1.0000215195e+00;9.9998192166e-01;9.9996718162e-01
1.0485760000e+00;9.9999055357e-01;9.9996462687e-01;1.0000246375e+00;1.0000383475e+00;9.9998754609e-01;1.0000396889e+00;1.0000139863e+00;9.9998108983e-01;1.0000000519e+00;1.0000007817e+00;9.9998426720e-01;9.9993767857e-01;9.9999711738e-01;1.0000110955e+00;9.9998930257e-01;1.0000082769e+00;9.9998909639e-01;9.9996349449e-01
1.1534336000e+00;1.0000099125e+00;9.9998515994e-01;1.0000204940e+00;1.0000043957e+00;1.0000048236e+00;1.0000299656e+00;9.9997742807e-01;9.9994448950e-01;1.0000085850e+00;9.9994566380e-01;9.9999334892e-01;9.9998454245e-01;9.9996787767e-01;9.9999780918e-01;1.0000005708e+00;1.0000202054e+00;1.0000218460e+00;1.0000059843e+00
1.2582912000e+00;1.0000305355e+00;1.0000021868e+00;1.0000225176e+00;1.0000046881e+00;9.9997439321e-01;9.9999643331e-01;9.9996571420e-01;9.9999567279e-01;9.9999478620e-01;9.9996047244e-01;9.9997872364e-01;1.0000203444e+00;9.9998326070e-01;1.0000144206e+00;1.0000328215e+00;1.0000159227e+00;1.0000239341e+00;1.0000114426e+00
1.3631488000e+00;1.0000112259e+00;9.9999654510e-01;1.0000127969e+00;9.9996356815e-01;9.9999062283e-01;9.9995880843e-01;9.9999854206e-01;1.0000030997e+00;9.9998600652e-01;9.9999225617e-01;1.0000257744e+00;1.0000288380e+00;9.9997085366e-01;9.9998980397e-01;9.9997813495e-01;1.0000189332e+00;1.0000415574e+00;9.9996032722e-01
1.4680064000e+00;1.0000162203e+00;9.9997474109e-01;9.9997194059e-01;9.9997704651e-01;9.9999244236e-01;1.0000557562e+00;9.9996855749e-01;1.0000205882e+00;9.9998959279e-01;9.9996853330e-01;1.0000038389e+00;1.0000365569e+00;9.9998711363e-01;9.9999673912e-01;1.0000168308e+00;1.0000440055e+00;1.0000202433e+00;1.0000520458e+00
1.5728640000e+00;9.9999304909e-01;1.0000250602e+00;1.0000119872e+00;1.0000232895e+00;9.9997118285e-01;1.0000142733e+00;1.0000335796e+00;1.0000132521e+00;9.9994374771e-01;9.9997591986e-01;1.0000004094e+00;1.0000682921e+00;1.0000250033e+00;9.9995654483e-01;9.9995993900e-01;9.9998512169e-01;9.9994735751e-01;1.0000807323e+00
1.6777216000e+00;1.0000229741e+00;1.0000155718e+00;9.9998840660e-01;1.0000043933e+00;9.9998105210e-01;1.0000168901e+00;9.9995879004e-01;9.9998560741e-01;1.0000050481e+00;9.9997828789e-01;9.9999911058e-01;1.0000103205e+00;1.0000098801e+00;9.9998862784e-01;9.9998707538e-01;1.0000065197e+00;1.0000171254e+00;9.9999949253e-01
1.8874368000e+00;1.0000341156e+00;9.9999841227e-01;9.9998410742e-01;9.9998406257e-01;1.0000011619e+00;9.9998726491e-01;9.9998049246e-01;1.0000166043e+00;1.0000383631e+00;1.0000286840e+00;9.9998913187e-01;1.0000424562e+00;9.9996996542e-01;9.9999168099e-01;1.0000287909e+00;9.9999731503e-01;1.0000268831e+00;9.9999933560e-01
2.0971520000e+00;1.0000464076e+00;1.0000188191e+00;1.0000048257e+00;1.0000006032e+00;1.0000235300e+00;9.9999583928e-01;9.9996655783e-01;9.9998938849e-01;1.0000404288e+00;9.9999590706e-01;1.0000002094e+00;9.9998818845e-01;9.9999810347e-01;9.9999497551e-01;9.9997458451e-01;1.0000112940e+00;9.9998795747e-01;1.0000035992e+00
2.3068672000e+00;1.0000118864e+00;9.9999854492e-01;1.0000185099e+00;1.0000080890e+00;9.9999502323e-01;9.9999273476e-01;1.0000056445e+00;1.0000389142e+00;1.0000095584e+00;1.0000002062e+00;1.0000092260e+00;9.9998113276e-01;1.0000105903e+00;1.0000124327e+00;1.0000093117e+00;1.0000193743e+00;9.9998897951e-01;1.0000143339e+00
2.5165824000e+00;1.0000169327e+00;9.9998949569e-01;1.0000025755e+00;1.0000235299e+00;9.9997992489e-01;9.9999305053e-01;9.9998224289e-01;9.9997934941e-01;1.0000059215e+00;9.9998364408e-01;1.0000009286e+00;9.9996376880e-01;1.0000261733e+00;9.9998592041e-01;1.0000219044e+00;9.9999462543e-01;9.9998059675e-01;1.0000135252e+00
2.7262976000e+00;9.9998330938e-01;9.9997603149e-01;9.9997943384e-01;9.9999103615e-01;9.9998276132e-01;9.9999458529e-01;9.9999157298e-01;9.9999264992e-01;9.9998337586e-01;9.9999590047e-01;1.0000104072e+00;1.0000054095e+00;1.0000216679e+00;1.0000062227e+00;9.9999099529e-01;1.0000007324e+00;9.9996996077e-01;1.0000425138e+00
2.9360128000e+00;1.0000050836e+00;1.0000255083e+00;1.0000024422e+00;9.9997583576e-01;1.0000237324e+00;9.9998211814e-01;9.9999537720e-01;9.9997424648e-01;1.0000127241e+00;9.9996467699e-01;1.0000276939e+00;1.0000548206e+00;1.0000332299e+00;1.0000228508e+00;1.0000114126e+00;1.0000187046e+00;9.9998087084e-01;1.0000041505e+00
3.1457280000e+00;1.0000105867e+00;9.9997888440e-01;9.9999587069e-01;1.0000120575e+00;9.9999094772e-01;9.9999121674e-01;9.9996766016e-01;1.0000055914e+00;1.0000555487e+00;9.9995241010e-01;1.0000199849e+00;1.0000515959e+00;1.0000105379e+00;1.0000241886e+00;9.9996640708e-01;9.9999687029e-01;9.9999645928e-01;1.0000053983e+00
3.3554432000e+00;1.0000524468e+00;9.9998321989e-01;1.0000032459e+00;1.0000390314e+00;9.9997871162e-01;9.9999101761e-01;9.9998199640e-01;9.9998972788e-01;9.9997936689e-01;9.9998674247e-01;9.9997074536e-01;1.0000285651e+00;9.9996763855e-01;1.0000128194e+00;1.0000036776e+00;9.9998771464e-01;1.0000094459e+00;9.9999440240e-01
3.7748736000e+00;1.0000261342e+00;1.0000190572e+00;9.9999425223e-01;9.9998035679e-01;1.0000033472e+00;9.9998228037e-01;9.9999346503e-01;1.0000070069e+00;1.0000084739e+00;1.0000129250e+00;1.0000064996e+00;9.9999026406e-01;1.0000009595e+00;1.0000146586e+00;9.9999356932e-01;9.9998167134e-01;9.9999204677e-01;1.0000108136e+00
4.1943040000e+00;1.0000045290e+00;9.9998736022e-01;1.0000163319e+00;9.9998268707e-01;1.0000140610e+00;1.0000073444e+00;1.0000121597e+00;1.0000038399e+00;1.0000426057e+00;1.0000083198e+00;1.0000165471e+00;9.9996313497e-01;9.9997859489e-01;1.0000182949e+00;1.0000129104e+00;9.9997316796e-01;9.9999412479e-01;1.0000001989e+00
4.6137344000e+00;9.9999356571e-01;1.0000054607e+00;9.9998833313e-01;9.9998786791e-01;9.9998767905e-01;9.9999930916e-01;1.0000289588e+00;1.0000179507e+00;9.9998939124e-01;9.9998808807e-01;9.9999415157e-01;9.9999333142e-01;9.9998310219e-01;9.9998552038e-01;1.0000155290e+00;9.9997333929e-01;1.0000105827e+00;9.9999373054e-01
5.0331648000e+00;1.0000233984e+00;9.9998417753e-01;9.9998089916e-01;1.0000067195e+00;1.0000109436e+00;9.9999368679e-01;1.0000372430e+00;9.9998844407e-01;1.0000042557e+00;9.9998361716e-01;9.9999425305e-01;9.9999658813e-01;9.9997366465e-01;1.0000108318e+00;1.0000017142e+00;9.9998020054e-01;9.9998400634e-01;9.9997151110e-01
5.4525952000e+00;1.0000330705e+00;9.9999403568e-01;1.0000107347e+00;1.0000248957e+00;9.9999726854e-01;1.0000082054e+00;1.0000056121e+00;1.0000196715e+00;9.9997976740e-01;1.0000162389e+00;9.9999648596e-01;9.9998406734e-01;1.0000128515e+00;9.9997325994e-01;9.9999402646e-01;9.9996208802e-01;1.0000215211e+00;1.0000049611e+00
5.8720256000e+00;1.0000130854e+00;1.0000167553e+00;9.9999593616e-01;9.9999981945e-01;1.0000186425e+00;1.0000102201e+00;9.9999094088e-01;1.0000017725e+00;9.9998537600e-01;9.9998264947e-01;1.0000012578e+00;9.9999550014e-01;1.0000019012e+00;1.0000021925e+00;9.9998912912e-01;9.9996797656e-01;1.0000097878e+00;1.0000163046e+00
6.2914560000e+00;1.0000055928e+00;9.9997963860e-01;9.9998733988e-01;1.0000118797e+00;9.9999839875e-01;9.9999367161e-01;9.9998478003e-01;1.0000076877e+00;1.0000043956e+00;1.0000155325e+00;1.0000063865e+00;9.9998955948e-01;1.0000088354e+00;9.9998892392e-01;1.0000175836e+00;9.9998845045e-01;9.9998699581e-01;1.0000199151e+00
6.7108864000e+00;9.9997720440e-01;9.9999885132e-01;1.0000056004e+00;9.9999597413e-01;1.0000155669e+00;9.9999166699e-01;9.9999796054e-01;9.9998103486e-01;9.9997447722e-01;9.9996587302e-01;1.0000145944e+00;1.0000082356e+00;1.0000122626e+00;9.9998576861e-01;9.9999832877e-01;9.9999902443e-01;9.9998446669e-01;1.0000131419e+00
7.5497472000e+00;1.0000065696e+00;1.0000090940e+00;9.9999652682e-01;1.0000102833e+00;9.9999667232e-01;1.0000056037e+00;9.9998656997e-01;9.9997950060e-01;1.0000087763e+00;9.9998423250e-01;9.9999526839e-01;9.9999524644e-01;9.9995961954e-01;9.9997635383e-01;9.9999475394e-01;9.9999494100e-01;1.0000070090e+00;9.9999347821e-01
8.3886080000e+00;1.0000090574e+00;9.9999228093e-01;1.0000065841e+00;1.0000085366e+00;1.0000116959e+00;9.9999601149e-01;9.9999785860e-01;9.9998816075e-01;1.0000284879e+00;1.0000090920e+00;1.0000055734e+00;9.9997665947e-01;1.0000102462e+00;9.9997247387e-01;1.0000064811e+00;9.9999617527e-01;9.9997623228e-01;1.0000087039e+00
9.2274688000e+00;1.0000143136e+00;9.9999949884e-01;9.9999802718e-01;9.9999536993e-01;9.9998183885e-01;9.9998929074e-01;1.0000059493e+00;1.0000032022e+00;9.9999420402e-01;1.0000012643e+00;9.9998602136e-01;1.0000190886e+00;1.0000037387e+00;9.9998515411e-01;1.0000043959e+00;1.0000015983e+00;1.0000166619e+00;1.0000059085e+00
1.0066329600e+01;1.0000182453e+00;9.9999785071e-01;9.9999235994e-01;9.9997652567e-01;9.9999856215e-01;9.9999543946e-01;1.0000064789e+00;1.0000176676e+00;9.9998794741e-01;1.0000174125e+00;1.0000042735e+00;9.9998442554e-01;9.9998860721e-01;1.0000057980e+00;9.9999393019e-01;9.9999109459e-01;9.9999036793e-01;9.9999980661e-01
1.0905190400e+01;1.0000055589e+00;9.9998687336e-01;1.0000022119e+00;1.0000108571e+00;9.9997215793e-01;9.9998857528e-01;1.0000043021e+00;1.0000094221e+00;9.9998613930e-01;9.9999435685e-01;1.0000086348e+00;9.9999774657e-01;9.9997789073e-01;1.0000100312e+00;9.9999524058e-01;9.9999485255e-01;1.0000180623e+00;9.9999206121e-01
1.1744051200e+01;1.0000038192e+00;1.0000061638e+00;1.0000096813e+00;1.0000111151e+00;1.0000059751e+00;1.0000052287e+00;9.9999426327e-01;9.9998571047e-01;9.9999411683e-01;9.9999797326e-01;9.9999023479e-01;9.9996396952e-01;1.0000019962e+00;9.9999233059e-01;1.0000088709e+00;1.0000070962e+00;9.9998419450e-01;1.0000098160e+00
1.2582912000e+01;1.0000067818e+00;9.9998640884e-01;9.9999863348e-01;1.0000003294e+00;1.0000037756e+00;1.0000004489e+00;9.9999269263e-01;9.9999501423e-01;1.0000046868e+00;9.9998518089e-01;1.0000078140e+00;1.0000363709e+00;9.9998533610e-01;9.9999046864e-01;9.9998348935e-01;1.0000080377e+00;9.9998731711e-01;9.9998328553e-01
1.3421772800e+01;9.9999318650e-01;1.0000061223e+00;1.0000028874e+00;1.0000027969e+00;1.0000241264e+00;1.0000158375e+00;9.9999451500e-01;9.9998313121e-01;9.9995702589e-01;9.9997908332e-01;9.9999637946e-01;9.9997630835e-01;9.9997868340e-01;9.9998566019e-01;9.9999709455e-01;1.0000060048e+00;9.9999119337e-01;9.9999075232e-01
1.5099494400e+01;9.9995768839e-01;9.9999908215e-01;9.9999713812e-01;9.9998516251e-01;9.9999006395e-01;1.0000059178e+00;1.0000194504e+00;1.0000047895e+00;9.9998431160e-01;1.0000083648e+00;9.9999668282e-01;1.0000155844e+00;1.0000026670e+00;1.0000175912e+00;9.9999175491e-01;1.0000161657e+00;1.0000150766e+00;9.9998244361e-01
1.6777216000e+01;9.9997146568e-01;1.0000058727e+00;9.9998925382e-01;9.9999271147e-01;9.9998097227e-01;1.0000049435e+00;1.0000020462e+00;9.9997646866e-01;9.9998185180e-01;1.0000166394e+00;9.9999721475e-01;1.0000016118e+00;1.0000210962e+00;9.9998047757e-01;1.0000015026e+00;9.9998450360e-01;1.0000055975e+00;9.9999625163e-01
1.8454937600e+01;9.9997162518e-01;1.0000076743e+00;1.0000006322e+00;9.9999527001e-01;1.0000087700e+00;9.9999758541e-01;9.9997076429e-01;9.9998366328e-01;9.9997562307e-01;1.0000088118e+00;9.9999478539e-01;1.0000183470e+00;1.0000134810e+00;1.0000044354e+00;9.9998621964e-01;1.0000004603e+00;9.9999443192e-01;9.9999761520e-01
2.0132659200e+01;9.9997674818e-01;9.9998186793e-01;1.0000088887e+00;9.9999866335e-01;1.0000039441e+00;9.9999317760e-01;1.0000284723e+00;1.0000036618e+00;9.9998121454e-01;9.9999223237e-01;9.9999219043e-01;9.9997787769e-01;9.9999633512e-01;9.9998274699e-01;1.0000010881e+00;1.0000050952e+00;1.0000108497e+00;9.9999067381e-01
2.1810380800e+01;9.9997683111e-01;1.0000117273e+00;1.0000073506e+00;9.9999354708e-01;1.0000015273e+00;9.9998368523e-01;1.0000054578e+00;9.9999647597e-01;9.9998659461e-01;1.0000073919e+00;9.9999711420e-01;9.9999327745e-01;9.9996092657e-01;1.0000182384e+00;9.9999413487e-01;1.0000174249e+00;9.9999957051e-01;9.9998886108e-01
2.3488102400e+01;9.9996224825e-01;9.9998745914e-01;9.9999838239e-01;9.9997319023e-01;9.9996786355e-01;9.9998569518e-01;9.9997462134e-01;1.0000169706e+00;9.9999293523e-01;9.9998589221e-01;9.9999848122e-01;9.9995977493e-01;1.0000329988e+00;1.0000026549e+00;9.9998422400e-01;9.9998914886e-01;9.9999163768e-01;1.0000145001e+00
2.5165824000e+01;9.9993333847e-01;1.0000261793e+00;9.9999460525e-01;9.9999812033e-01;9.9998256975e-01;9.9999704537e-01;1.0000176870e+00;1.0000264371e+00;1.0000084350e+00;9.9997545401e-01;9.9999714467e-01;1.0000283425e+00;1.0000134476e+00;1.0000176007e+00;1.0000218967e+00;9.9998549481e-01;9.9999512496e-01;9.9999578210e-01
2.6843545600e+01;9.9987071664e-01;9.9996514022e-01;9.9999500876e-01;9.9998533487e-01;1.0000137418e+00;9.9999318297e-01;1.0000069222e+00;1.0000018065e+00;1.0000154434e+00;1.0000522298e+00;9.9999653706e-01;1.0000020375e+00;9.9997918132e-01;1.0000173296e+00;9.9998374199e-01;1.0000044311e+00;1.0000055252e+00;9.9996305720e-01
